PO_ID,PO_Date,Product_ID,Supplier_ID,Quantity,Unit_Cost_GBP,PO_Value_GBP,Received_Date,Status
PO00295,2025-02-24 00:00:00,P009,S01,115,58,6670,2025-03-09 00:00:00,Received
PO00296,2026-01-14 00:00:00,P011,S01,29,42,1218,2026-02-04 00:00:00,Open
PO00297,2025-06-17 00:00:00,P011,S06,106,42,4452,2025-07-11 00:00:00,Received
PO00298,2026-02-13 00:00:00,P010,S08,89,105,9345,2026-03-01 00:00:00,Delayed
PO00299,2026-05-23 00:00:00,P014,S07,170,10,1700,2026-06-01 00:00:00,Received
PO00300,2026-06-21 00:00:00,P009,S07,132,58,7656,2026-07-07 00:00:00,Open
PO00301,2025-04-12 00:00:00,P020,S02,49,38,1862,2025-04-17 00:00:00,Received
PO00302,2026-02-26 00:00:00,P010,S08,147,105,15435,2026-03-22 00:00:00,Received
PO00303,2026-04-23 00:00:00,P009,S04,97,58,5626,2026-05-13 00:00:00,Received
PO00304,2025-04-30 00:00:00,P005,S06,184,35,6440,2025-05-16 00:00:00,Received
PO00305,2025-10-18 00:00:00,P008,S05,74,185,13690,2025-10-31 00:00:00,Open
PO00306,2026-05-03 00:00:00,P011,S08,68,42,2856,2026-05-20 00:00:00,Delayed
PO00307,2025-06-10 00:00:00,P001,S03,53,12,636,2025-07-01 00:00:00,Delayed
PO00308,2025-03-19 00:00:00,P010,S06,124,105,13020,2025-04-09 00:00:00,Open
PO00309,2025-02-07 00:00:00,P001,S03,191,12,2292,2025-02-15 00:00:00,Open
PO00310,2026-01-29 00:00:00,P007,S05,41,115,4715,2026-02-16 00:00:00,Open
PO00311,2026-03-17 00:00:00,P014,S02,50,10,500,2026-04-09 00:00:00,Received
PO00312,2026-06-24 00:00:00,P005,S07,154,35,5390,2026-07-05 00:00:00,Received
PO00313,2026-04-07 00:00:00,P017,S03,124,95,11780,2026-04-14 00:00:00,Received
PO00314,2025-10-21 00:00:00,P006,S01,168,32,5376,2025-10-26 00:00:00,Open
PO00315,2026-02-04 00:00:00,P016,S06,35,48,1680,2026-02-20 00:00:00,Open
PO00316,2025-04-02 00:00:00,P011,S08,39,42,1638,2025-04-21 00:00:00,Open
PO00317,2025-01-06 00:00:00,P010,S08,62,105,6510,2025-01-21 00:00:00,Delayed
PO00318,2025-09-28 00:00:00,P015,S03,191,25,4775,2025-10-12 00:00:00,Open
PO00319,2025-04-09 00:00:00,P007,S05,66,115,7590,2025-04-15 00:00:00,Received
PO00320,2026-06-10 00:00:00,P002,S07,133,18,2394,2026-06-18 00:00:00,Open
PO00321,2025-07-13 00:00:00,P012,S01,38,78,2964,2025-08-03 00:00:00,Received
PO00322,2025-06-06 00:00:00,P019,S08,67,125,8375,2025-06-27 00:00:00,Received
PO00323,2025-04-25 00:00:00,P012,S03,158,78,12324,2025-05-07 00:00:00,Received
PO00324,2026-01-31 00:00:00,P016,S07,176,48,8448,2026-02-18 00:00:00,Delayed
PO00325,2026-06-06 00:00:00,P006,S05,64,32,2048,2026-06-14 00:00:00,Received
PO00326,2025-08-02 00:00:00,P003,S02,183,28,5124,2025-08-12 00:00:00,Received
PO00327,2026-06-17 00:00:00,P002,S05,195,18,3510,2026-07-10 00:00:00,Received
PO00328,2025-01-15 00:00:00,P020,S02,106,38,4028,2025-01-23 00:00:00,Received
PO00329,2026-02-23 00:00:00,P005,S08,34,35,1190,2026-03-02 00:00:00,Received
PO00330,2026-01-03 00:00:00,P011,S07,129,42,5418,2026-01-27 00:00:00,Received
PO00331,2025-08-01 00:00:00,P003,S07,191,28,5348,2025-08-11 00:00:00,Received
PO00332,2025-01-05 00:00:00,P003,S01,115,28,3220,2025-01-16 00:00:00,Open
PO00333,2025-08-19 00:00:00,P005,S05,187,35,6545,2025-09-06 00:00:00,Received
PO00334,2025-07-20 00:00:00,P011,S04,121,42,5082,2025-08-05 00:00:00,Received
PO00335,2026-02-06 00:00:00,P003,S08,105,28,2940,2026-02-26 00:00:00,Received
PO00336,2025-05-29 00:00:00,P013,S06,161,8,1288,2025-06-22 00:00:00,Received
PO00337,2026-05-07 00:00:00,P008,S04,100,185,18500,2026-05-19 00:00:00,Received
PO00338,2025-08-14 00:00:00,P020,S08,70,38,2660,2025-08-20 00:00:00,Received
PO00339,2025-06-18 00:00:00,P010,S04,131,105,13755,2025-07-05 00:00:00,Received
PO00340,2025-06-01 00:00:00,P002,S04,34,18,612,2025-06-13 00:00:00,Received
PO00341,2025-08-12 00:00:00,P004,S06,84,22,1848,2025-09-05 00:00:00,Received
PO00342,2026-05-19 00:00:00,P018,S04,107,62,6634,2026-06-08 00:00:00,Received
PO00343,2025-02-13 00:00:00,P019,S02,95,125,11875,2025-02-21 00:00:00,Delayed
PO00344,2026-05-19 00:00:00,P004,S05,29,22,638,2026-06-08 00:00:00,Received
PO00345,2025-08-29 00:00:00,P020,S07,61,38,2318,2025-09-22 00:00:00,Received
PO00346,2025-12-17 00:00:00,P009,S01,114,58,6612,2025-12-27 00:00:00,Received
PO00347,2025-01-23 00:00:00,P016,S04,30,48,1440,2025-01-31 00:00:00,Received
PO00348,2025-02-12 00:00:00,P006,S07,137,32,4384,2025-03-04 00:00:00,Delayed
PO00349,2026-04-11 00:00:00,P004,S04,163,22,3586,2026-04-28 00:00:00,Open
PO00350,2025-02-09 00:00:00,P009,S08,144,58,8352,2025-02-18 00:00:00,Received
PO00351,2025-10-30 00:00:00,P013,S01,97,8,776,2025-11-18 00:00:00,Received
PO00352,2025-06-24 00:00:00,P009,S08,166,58,9628,2025-07-06 00:00:00,Delayed
PO00353,2026-06-16 00:00:00,P006,S01,178,32,5696,2026-06-27 00:00:00,Open
PO00354,2026-04-06 00:00:00,P019,S04,200,125,25000,2026-04-24 00:00:00,Received
PO00355,2025-07-12 00:00:00,P014,S02,109,10,1090,2025-07-23 00:00:00,Open
PO00356,2025-09-01 00:00:00,P015,S07,27,25,675,2025-09-12 00:00:00,Received
PO00357,2025-10-07 00:00:00,P003,S01,171,28,4788,2025-10-29 00:00:00,Delayed
PO00358,2025-02-05 00:00:00,P005,S05,155,35,5425,2025-02-19 00:00:00,Delayed
PO00359,2026-06-24 00:00:00,P018,S07,130,62,8060,2026-07-16 00:00:00,Open
PO00360,2025-06-03 00:00:00,P014,S05,195,10,1950,2025-06-21 00:00:00,Received
PO00361,2025-01-23 00:00:00,P016,S07,177,48,8496,2025-02-06 00:00:00,Received
PO00362,2025-04-01 00:00:00,P014,S02,77,10,770,2025-04-12 00:00:00,Delayed
PO00363,2026-01-25 00:00:00,P009,S08,105,58,6090,2026-02-05 00:00:00,Received
PO00364,2025-12-25 00:00:00,P015,S06,74,25,1850,2026-01-05 00:00:00,Delayed
PO00365,2025-08-16 00:00:00,P007,S08,141,115,16215,2025-08-25 00:00:00,Received
PO00366,2025-07-21 00:00:00,P014,S03,127,10,1270,2025-07-26 00:00:00,Received
PO00367,2025-12-16 00:00:00,P006,S02,67,32,2144,2026-01-03 00:00:00,Delayed
PO00368,2025-02-07 00:00:00,P015,S04,151,25,3775,2025-03-01 00:00:00,Open
PO00369,2026-05-15 00:00:00,P020,S03,184,38,6992,2026-06-01 00:00:00,Received
PO00370,2025-02-12 00:00:00,P008,S04,155,185,28675,2025-02-24 00:00:00,Received
PO00371,2026-06-01 00:00:00,P002,S05,148,18,2664,2026-06-13 00:00:00,Received
PO00372,2025-03-09 00:00:00,P008,S01,66,185,12210,2025-03-23 00:00:00,Received
PO00373,2025-05-03 00:00:00,P001,S07,24,12,288,2025-05-24 00:00:00,Received
PO00374,2025-12-02 00:00:00,P017,S04,197,95,18715,2025-12-12 00:00:00,Received
PO00375,2025-06-02 00:00:00,P019,S05,43,125,5375,2025-06-21 00:00:00,Received
PO00376,2025-06-11 00:00:00,P005,S02,194,35,6790,2025-06-30 00:00:00,Open
PO00377,2025-08-02 00:00:00,P020,S04,37,38,1406,2025-08-22 00:00:00,Open
PO00378,2026-01-11 00:00:00,P016,S08,103,48,4944,2026-01-23 00:00:00,Received
PO00379,2026-03-19 00:00:00,P007,S05,175,115,20125,2026-04-11 00:00:00,Delayed
PO00380,2026-02-27 00:00:00,P007,S01,24,115,2760,2026-03-23 00:00:00,Delayed
PO00381,2026-06-22 00:00:00,P018,S07,49,62,3038,2026-07-11 00:00:00,Received
PO00382,2025-08-18 00:00:00,P018,S04,20,62,1240,2025-08-25 00:00:00,Delayed
PO00383,2025-02-28 00:00:00,P002,S06,105,18,1890,2025-03-10 00:00:00,Received
PO00384,2025-04-06 00:00:00,P015,S05,101,25,2525,2025-04-18 00:00:00,Open
PO00385,2025-09-19 00:00:00,P014,S04,193,10,1930,2025-10-09 00:00:00,Received
PO00386,2025-12-20 00:00:00,P018,S01,88,62,5456,2026-01-08 00:00:00,Received
PO00387,2025-11-08 00:00:00,P009,S07,50,58,2900,2025-11-25 00:00:00,Delayed
PO00388,2025-05-16 00:00:00,P014,S04,110,10,1100,2025-06-09 00:00:00,Delayed
PO00389,2026-04-18 00:00:00,P005,S04,112,35,3920,2026-05-07 00:00:00,Open
PO00390,2026-03-06 00:00:00,P011,S07,146,42,6132,2026-03-28 00:00:00,Delayed
PO00391,2026-06-21 00:00:00,P008,S06,175,185,32375,2026-07-08 00:00:00,Received
PO00392,2025-05-26 00:00:00,P005,S05,35,35,1225,2025-06-07 00:00:00,Received
PO00393,2026-06-08 00:00:00,P011,S03,73,42,3066,2026-06-26 00:00:00,Received
PO00394,2025-03-28 00:00:00,P005,S08,200,35,7000,2025-04-12 00:00:00,Received
PO00395,2025-04-19 00:00:00,P017,S07,159,95,15105,2025-04-29 00:00:00,Received
PO00396,2026-02-27 00:00:00,P004,S04,39,22,858,2026-03-04 00:00:00,Received
PO00397,2025-12-11 00:00:00,P015,S03,101,25,2525,2025-12-17 00:00:00,Received
PO00398,2025-09-23 00:00:00,P019,S02,181,125,22625,2025-10-10 00:00:00,Received
PO00399,2026-05-09 00:00:00,P002,S04,200,18,3600,2026-05-14 00:00:00,Received
PO00400,2025-11-29 00:00:00,P017,S03,170,95,16150,2025-12-07 00:00:00,Open
PO00401,2026-02-17 00:00:00,P012,S02,128,78,9984,2026-02-23 00:00:00,Delayed
PO00402,2025-07-10 00:00:00,P017,S06,174,95,16530,2025-08-03 00:00:00,Received
PO00403,2025-05-22 00:00:00,P010,S05,132,105,13860,2025-06-11 00:00:00,Received
PO00404,2025-03-14 00:00:00,P018,S04,36,62,2232,2025-03-21 00:00:00,Received
PO00405,2025-06-16 00:00:00,P019,S05,195,125,24375,2025-07-07 00:00:00,Received
PO00406,2025-06-17 00:00:00,P018,S02,168,62,10416,2025-06-26 00:00:00,Received
PO00407,2025-09-16 00:00:00,P013,S05,197,8,1576,2025-09-28 00:00:00,Received
PO00408,2026-03-15 00:00:00,P014,S05,187,10,1870,2026-03-31 00:00:00,Received
PO00409,2025-04-21 00:00:00,P016,S07,145,48,6960,2025-05-07 00:00:00,Delayed
PO00410,2026-06-15 00:00:00,P018,S01,22,62,1364,2026-06-20 00:00:00,Delayed
PO00411,2025-10-17 00:00:00,P018,S02,36,62,2232,2025-10-22 00:00:00,Delayed
PO00412,2026-05-25 00:00:00,P016,S05,69,48,3312,2026-06-13 00:00:00,Delayed
PO00413,2025-06-24 00:00:00,P017,S08,141,95,13395,2025-07-15 00:00:00,Delayed
PO00414,2025-10-29 00:00:00,P007,S03,109,115,12535,2025-11-04 00:00:00,Received
PO00415,2025-07-04 00:00:00,P012,S02,106,78,8268,2025-07-25 00:00:00,Received
PO00416,2025-12-05 00:00:00,P002,S01,25,18,450,2025-12-29 00:00:00,Received
PO00417,2026-05-25 00:00:00,P010,S04,175,105,18375,2026-06-07 00:00:00,Received
PO00418,2025-11-06 00:00:00,P005,S06,74,35,2590,2025-11-22 00:00:00,Received
PO00419,2026-05-22 00:00:00,P003,S05,192,28,5376,2026-05-30 00:00:00,Received
PO00420,2025-12-12 00:00:00,P019,S03,166,125,20750,2025-12-29 00:00:00,Received
PO00421,2025-03-22 00:00:00,P013,S01,121,8,968,2025-03-30 00:00:00,Open
PO00422,2026-01-09 00:00:00,P012,S02,48,78,3744,2026-01-20 00:00:00,Open
PO00423,2025-06-05 00:00:00,P003,S06,170,28,4760,2025-06-23 00:00:00,Received
PO00424,2026-03-08 00:00:00,P006,S06,130,32,4160,2026-03-21 00:00:00,Received
PO00425,2026-05-15 00:00:00,P014,S08,179,10,1790,2026-05-20 00:00:00,Received
PO00426,2025-05-27 00:00:00,P004,S05,29,22,638,2025-06-01 00:00:00,Received
PO00427,2026-04-26 00:00:00,P013,S01,110,8,880,2026-05-20 00:00:00,Received
PO00428,2026-03-11 00:00:00,P019,S01,196,125,24500,2026-03-19 00:00:00,Received
PO00429,2026-06-03 00:00:00,P018,S03,48,62,2976,2026-06-08 00:00:00,Received
PO00430,2025-03-10 00:00:00,P003,S04,64,28,1792,2025-03-24 00:00:00,Received
PO00431,2025-07-05 00:00:00,P020,S04,70,38,2660,2025-07-11 00:00:00,Received
PO00432,2025-07-23 00:00:00,P006,S07,120,32,3840,2025-08-11 00:00:00,Delayed
PO00433,2025-01-13 00:00:00,P016,S04,147,48,7056,2025-01-20 00:00:00,Open
PO00434,2025-10-01 00:00:00,P020,S07,30,38,1140,2025-10-14 00:00:00,Received
PO00435,2025-10-25 00:00:00,P003,S06,101,28,2828,2025-11-15 00:00:00,Received
PO00436,2025-02-20 00:00:00,P012,S06,147,78,11466,2025-03-09 00:00:00,Delayed
PO00437,2026-05-15 00:00:00,P019,S08,25,125,3125,2026-05-22 00:00:00,Received
PO00438,2026-01-04 00:00:00,P019,S02,86,125,10750,2026-01-12 00:00:00,Received
PO00439,2025-12-23 00:00:00,P004,S06,81,22,1782,2025-12-31 00:00:00,Delayed
PO00440,2025-01-03 00:00:00,P001,S06,152,12,1824,2025-01-18 00:00:00,Received
PO00441,2025-09-11 00:00:00,P002,S01,156,18,2808,2025-09-22 00:00:00,Delayed
PO00442,2026-04-20 00:00:00,P013,S02,47,8,376,2026-05-05 00:00:00,Open
PO00443,2026-05-21 00:00:00,P013,S01,57,8,456,2026-06-05 00:00:00,Open
PO00444,2025-09-13 00:00:00,P002,S03,62,18,1116,2025-09-27 00:00:00,Received
PO00445,2025-05-30 00:00:00,P019,S07,136,125,17000,2025-06-08 00:00:00,Received
PO00446,2026-05-03 00:00:00,P016,S07,168,48,8064,2026-05-20 00:00:00,Open
PO00447,2025-10-06 00:00:00,P012,S03,65,78,5070,2025-10-22 00:00:00,Open
PO00448,2025-02-28 00:00:00,P001,S07,185,12,2220,2025-03-14 00:00:00,Received
PO00449,2026-03-22 00:00:00,P009,S02,68,58,3944,2026-04-02 00:00:00,Open
PO00450,2025-04-23 00:00:00,P017,S02,58,95,5510,2025-05-16 00:00:00,Received
PO00451,2026-05-04 00:00:00,P010,S06,90,105,9450,2026-05-27 00:00:00,Open
PO00452,2026-02-11 00:00:00,P018,S07,146,62,9052,2026-03-06 00:00:00,Received
PO00453,2026-01-02 00:00:00,P019,S03,177,125,22125,2026-01-18 00:00:00,Received
PO00454,2025-03-01 00:00:00,P007,S05,168,115,19320,2025-03-25 00:00:00,Open
PO00455,2025-11-25 00:00:00,P019,S04,20,125,2500,2025-12-14 00:00:00,Received
PO00456,2026-04-14 00:00:00,P015,S06,179,25,4475,2026-04-23 00:00:00,Delayed
PO00457,2025-03-04 00:00:00,P009,S04,155,58,8990,2025-03-22 00:00:00,Received
PO00458,2025-07-03 00:00:00,P010,S03,88,105,9240,2025-07-19 00:00:00,Received
PO00459,2025-11-07 00:00:00,P020,S07,49,38,1862,2025-11-22 00:00:00,Open
PO00460,2026-06-22 00:00:00,P020,S07,134,38,5092,2026-07-01 00:00:00,Open
PO00461,2025-06-26 00:00:00,P004,S04,27,22,594,2025-07-16 00:00:00,Received
PO00462,2026-03-05 00:00:00,P006,S05,132,32,4224,2026-03-27 00:00:00,Delayed
PO00463,2025-03-14 00:00:00,P004,S07,38,22,836,2025-03-30 00:00:00,Received
PO00464,2025-06-16 00:00:00,P005,S05,78,35,2730,2025-06-25 00:00:00,Delayed
PO00465,2025-08-13 00:00:00,P009,S01,177,58,10266,2025-09-02 00:00:00,Received
PO00466,2025-01-09 00:00:00,P012,S02,98,78,7644,2025-01-25 00:00:00,Received
PO00467,2025-08-24 00:00:00,P008,S04,55,185,10175,2025-08-30 00:00:00,Delayed
PO00468,2025-01-28 00:00:00,P005,S07,74,35,2590,2025-02-07 00:00:00,Received
PO00469,2025-01-27 00:00:00,P011,S05,63,42,2646,2025-02-04 00:00:00,Received
PO00470,2025-07-15 00:00:00,P011,S08,174,42,7308,2025-08-01 00:00:00,Received
PO00471,2025-07-22 00:00:00,P013,S08,96,8,768,2025-08-05 00:00:00,Open
PO00472,2025-03-26 00:00:00,P014,S07,97,10,970,2025-04-16 00:00:00,Received
PO00473,2025-01-30 00:00:00,P008,S02,120,185,22200,2025-02-17 00:00:00,Open
PO00474,2026-04-11 00:00:00,P018,S02,195,62,12090,2026-04-30 00:00:00,Received
PO00475,2025-04-09 00:00:00,P019,S01,49,125,6125,2025-04-21 00:00:00,Received
PO00476,2025-07-09 00:00:00,P012,S02,58,78,4524,2025-07-31 00:00:00,Received
PO00477,2025-01-12 00:00:00,P012,S02,32,78,2496,2025-01-19 00:00:00,Received
PO00478,2025-01-30 00:00:00,P018,S06,141,62,8742,2025-02-20 00:00:00,Received
PO00479,2025-02-07 00:00:00,P010,S08,163,105,17115,2025-02-18 00:00:00,Received
PO00480,2025-10-21 00:00:00,P007,S03,191,115,21965,2025-11-07 00:00:00,Received
PO00481,2025-12-26 00:00:00,P018,S08,131,62,8122,2026-01-15 00:00:00,Delayed
PO00482,2025-06-29 00:00:00,P012,S08,174,78,13572,2025-07-08 00:00:00,Open
PO00483,2025-04-22 00:00:00,P014,S07,64,10,640,2025-04-30 00:00:00,Received
PO00484,2026-03-20 00:00:00,P015,S08,138,25,3450,2026-04-03 00:00:00,Delayed
PO00485,2025-01-21 00:00:00,P016,S01,54,48,2592,2025-02-07 00:00:00,Received
PO00486,2025-05-25 00:00:00,P002,S01,175,18,3150,2025-06-08 00:00:00,Received
PO00487,2026-05-14 00:00:00,P018,S04,26,62,1612,2026-06-01 00:00:00,Received
PO00488,2025-05-26 00:00:00,P012,S02,129,78,10062,2025-06-11 00:00:00,Received
PO00489,2026-03-17 00:00:00,P016,S04,133,48,6384,2026-03-22 00:00:00,Received
PO00490,2026-02-25 00:00:00,P013,S06,70,8,560,2026-03-21 00:00:00,Received
PO00491,2025-11-12 00:00:00,P020,S08,65,38,2470,2025-12-06 00:00:00,Received
PO00492,2025-06-15 00:00:00,P017,S05,39,95,3705,2025-06-26 00:00:00,Received
PO00493,2025-07-22 00:00:00,P018,S02,115,62,7130,2025-08-04 00:00:00,Delayed
PO00494,2026-05-11 00:00:00,P003,S05,57,28,1596,2026-05-23 00:00:00,Received
PO00495,2026-04-13 00:00:00,P010,S08,123,105,12915,2026-04-30 00:00:00,Received
PO00496,2026-01-20 00:00:00,P001,S03,51,12,612,2026-02-07 00:00:00,Received
PO00497,2025-11-10 00:00:00,P006,S06,173,32,5536,2025-11-26 00:00:00,Received
PO00498,2025-09-12 00:00:00,P003,S02,77,28,2156,2025-09-24 00:00:00,Received
PO00499,2025-01-23 00:00:00,P019,S04,186,125,23250,2025-02-14 00:00:00,Received
PO00500,2025-12-05 00:00:00,P004,S04,167,22,3674,2025-12-25 00:00:00,Received
