Order_ID,Order_Date,Product_ID,Quantity,Customer_Type,Sales_Channel,Revenue_GBP,COGS_GBP,Gross_Profit_GBP
O00381,2026-05-21 00:00:00,P002,15,Business,Direct,480,270,210
O00382,2026-01-02 00:00:00,P006,23,Business,Direct,1265,736,529
O00383,2025-05-24 00:00:00,P014,17,Retail,Direct,306,170,136
O00384,2025-03-10 00:00:00,P004,15,Business,Direct,585,330,255
O00385,2025-04-09 00:00:00,P006,20,Retail,Direct,1100,640,460
O00386,2026-01-31 00:00:00,P019,18,Business,Online,3222,2250,972
O00387,2025-01-25 00:00:00,P006,18,Retail,Distributor,990,576,414
O00388,2026-04-14 00:00:00,P002,2,Retail,Online,64,36,28
O00389,2026-04-29 00:00:00,P018,4,Business,Direct,380,248,132
O00390,2025-05-31 00:00:00,P013,30,Wholesale,Online,450,240,210
O00391,2025-05-24 00:00:00,P009,1,Retail,Direct,89,58,31
O00392,2025-02-08 00:00:00,P019,4,Business,Direct,716,500,216
O00393,2025-04-19 00:00:00,P013,18,Retail,Online,270,144,126
O00394,2025-02-11 00:00:00,P011,5,Retail,Online,345,210,135
O00395,2025-07-05 00:00:00,P001,19,Retail,Direct,418,228,190
O00396,2026-02-02 00:00:00,P007,15,Retail,Direct,2535,1725,810
O00397,2025-08-11 00:00:00,P015,28,Retail,Online,1176,700,476
O00398,2025-05-13 00:00:00,P001,8,Retail,Online,176,96,80
O00399,2025-06-12 00:00:00,P012,20,Retail,Direct,2380,1560,820
O00400,2025-08-03 00:00:00,P007,17,Wholesale,Online,2873,1955,918
O00401,2025-08-23 00:00:00,P015,1,Retail,Online,42,25,17
O00402,2025-01-09 00:00:00,P019,12,Business,Online,2148,1500,648
O00403,2025-03-15 00:00:00,P001,26,Retail,Online,572,312,260
O00404,2026-05-07 00:00:00,P017,19,Business,Online,2641,1805,836
O00405,2025-09-10 00:00:00,P017,15,Retail,Online,2085,1425,660
O00406,2025-08-18 00:00:00,P003,9,Retail,Online,441,252,189
O00407,2026-06-03 00:00:00,P012,7,Retail,Online,833,546,287
O00408,2025-06-23 00:00:00,P006,2,Retail,Online,110,64,46
O00409,2025-06-17 00:00:00,P011,29,Retail,Online,2001,1218,783
O00410,2025-06-19 00:00:00,P003,9,Business,Online,441,252,189
O00411,2026-01-28 00:00:00,P008,10,Wholesale,Direct,2590,1850,740
O00412,2025-07-13 00:00:00,P014,2,Business,Online,36,20,16
O00413,2026-06-01 00:00:00,P014,19,Business,Online,342,190,152
O00414,2025-01-29 00:00:00,P010,11,Retail,Online,1639,1155,484
O00415,2025-06-14 00:00:00,P002,13,Retail,Online,416,234,182
O00416,2026-02-26 00:00:00,P014,10,Retail,Direct,180,100,80
O00417,2025-12-05 00:00:00,P009,14,Retail,Direct,1246,812,434
O00418,2026-05-11 00:00:00,P003,18,Retail,Distributor,882,504,378
O00419,2025-12-31 00:00:00,P008,19,Retail,Direct,4921,3515,1406
O00420,2025-12-08 00:00:00,P016,22,Retail,Distributor,1738,1056,682
O00421,2026-05-15 00:00:00,P002,9,Retail,Online,288,162,126
O00422,2026-05-26 00:00:00,P006,25,Business,Online,1375,800,575
O00423,2025-11-23 00:00:00,P012,7,Business,Online,833,546,287
O00424,2025-08-05 00:00:00,P005,28,Retail,Online,1652,980,672
O00425,2025-10-28 00:00:00,P002,3,Wholesale,Online,96,54,42
O00426,2025-05-12 00:00:00,P016,20,Wholesale,Direct,1580,960,620
O00427,2025-03-11 00:00:00,P005,6,Retail,Online,354,210,144
O00428,2025-09-09 00:00:00,P015,27,Retail,Distributor,1134,675,459
O00429,2026-02-19 00:00:00,P012,21,Retail,Direct,2499,1638,861
O00430,2026-03-21 00:00:00,P004,2,Wholesale,Online,78,44,34
O00431,2025-07-01 00:00:00,P015,29,Wholesale,Online,1218,725,493
O00432,2025-06-16 00:00:00,P011,6,Retail,Online,414,252,162
O00433,2025-04-01 00:00:00,P016,3,Retail,Online,237,144,93
O00434,2026-06-15 00:00:00,P006,16,Business,Online,880,512,368
O00435,2025-02-08 00:00:00,P014,30,Retail,Online,540,300,240
O00436,2025-05-06 00:00:00,P018,8,Retail,Online,760,496,264
O00437,2026-03-27 00:00:00,P012,2,Wholesale,Online,238,156,82
O00438,2025-06-22 00:00:00,P011,17,Business,Distributor,1173,714,459
O00439,2025-08-08 00:00:00,P013,9,Business,Direct,135,72,63
O00440,2025-02-27 00:00:00,P011,30,Wholesale,Distributor,2070,1260,810
O00441,2026-04-21 00:00:00,P016,12,Business,Online,948,576,372
O00442,2026-04-01 00:00:00,P015,3,Retail,Online,126,75,51
O00443,2025-12-27 00:00:00,P015,11,Business,Direct,462,275,187
O00444,2025-01-01 00:00:00,P004,1,Retail,Online,39,22,17
O00445,2026-01-22 00:00:00,P011,23,Business,Online,1587,966,621
O00446,2025-12-14 00:00:00,P019,13,Retail,Direct,2327,1625,702
O00447,2025-07-09 00:00:00,P015,15,Business,Direct,630,375,255
O00448,2026-05-20 00:00:00,P004,26,Retail,Online,1014,572,442
O00449,2025-07-10 00:00:00,P013,5,Retail,Online,75,40,35
O00450,2026-05-23 00:00:00,P019,21,Retail,Online,3759,2625,1134
O00451,2026-01-04 00:00:00,P002,30,Retail,Online,960,540,420
O00452,2026-02-13 00:00:00,P014,17,Business,Online,306,170,136
O00453,2025-04-27 00:00:00,P004,25,Business,Online,975,550,425
O00454,2025-05-14 00:00:00,P016,23,Retail,Online,1817,1104,713
O00455,2025-02-27 00:00:00,P020,24,Retail,Distributor,1560,912,648
O00456,2025-06-22 00:00:00,P014,25,Retail,Direct,450,250,200
O00457,2025-05-29 00:00:00,P015,6,Retail,Direct,252,150,102
O00458,2025-03-21 00:00:00,P003,28,Retail,Online,1372,784,588
O00459,2025-08-01 00:00:00,P008,21,Wholesale,Online,5439,3885,1554
O00460,2025-07-22 00:00:00,P016,22,Retail,Online,1738,1056,682
O00461,2025-08-17 00:00:00,P010,11,Retail,Online,1639,1155,484
O00462,2025-08-15 00:00:00,P004,18,Retail,Online,702,396,306
O00463,2026-06-16 00:00:00,P018,4,Retail,Direct,380,248,132
O00464,2026-03-17 00:00:00,P002,3,Retail,Direct,96,54,42
O00465,2026-02-06 00:00:00,P017,13,Business,Online,1807,1235,572
O00466,2025-02-16 00:00:00,P013,23,Retail,Online,345,184,161
O00467,2025-08-21 00:00:00,P004,9,Retail,Distributor,351,198,153
O00468,2025-11-01 00:00:00,P011,21,Retail,Online,1449,882,567
O00469,2026-06-10 00:00:00,P007,6,Retail,Online,1014,690,324
O00470,2025-05-23 00:00:00,P012,26,Retail,Online,3094,2028,1066
O00471,2026-02-19 00:00:00,P010,30,Wholesale,Direct,4470,3150,1320
O00472,2026-05-28 00:00:00,P007,28,Business,Distributor,4732,3220,1512
O00473,2026-01-08 00:00:00,P013,12,Business,Online,180,96,84
O00474,2025-09-16 00:00:00,P007,2,Retail,Distributor,338,230,108
O00475,2026-04-16 00:00:00,P017,3,Retail,Direct,417,285,132
O00476,2025-01-12 00:00:00,P010,3,Retail,Online,447,315,132
O00477,2025-11-26 00:00:00,P010,28,Business,Online,4172,2940,1232
O00478,2025-12-24 00:00:00,P004,12,Business,Online,468,264,204
O00479,2026-02-12 00:00:00,P020,15,Retail,Distributor,975,570,405
O00480,2026-01-08 00:00:00,P004,9,Retail,Online,351,198,153
O00481,2025-01-08 00:00:00,P007,23,Retail,Direct,3887,2645,1242
O00482,2025-05-02 00:00:00,P001,8,Wholesale,Online,176,96,80
O00483,2025-12-14 00:00:00,P012,11,Business,Direct,1309,858,451
O00484,2025-03-31 00:00:00,P013,16,Retail,Online,240,128,112
O00485,2025-11-12 00:00:00,P010,26,Retail,Direct,3874,2730,1144
O00486,2025-06-27 00:00:00,P015,27,Business,Direct,1134,675,459
O00487,2026-06-24 00:00:00,P013,25,Retail,Direct,375,200,175
O00488,2025-02-10 00:00:00,P009,22,Retail,Distributor,1958,1276,682
O00489,2026-05-17 00:00:00,P009,4,Retail,Online,356,232,124
O00490,2025-05-25 00:00:00,P015,28,Business,Direct,1176,700,476
O00491,2025-07-20 00:00:00,P010,1,Retail,Online,149,105,44
O00492,2026-04-06 00:00:00,P010,24,Retail,Online,3576,2520,1056
O00493,2025-09-10 00:00:00,P008,7,Wholesale,Online,1813,1295,518
O00494,2026-01-25 00:00:00,P016,2,Retail,Online,158,96,62
O00495,2025-09-13 00:00:00,P017,24,Retail,Online,3336,2280,1056
O00496,2026-03-26 00:00:00,P005,28,Retail,Distributor,1652,980,672
O00497,2025-01-10 00:00:00,P004,5,Retail,Online,195,110,85
O00498,2025-08-30 00:00:00,P018,7,Business,Direct,665,434,231
O00499,2025-09-08 00:00:00,P019,4,Retail,Online,716,500,216
O00500,2025-01-05 00:00:00,P004,5,Retail,Online,195,110,85
O00501,2025-04-29 00:00:00,P007,24,Business,Online,4056,2760,1296
O00502,2026-01-09 00:00:00,P010,1,Business,Distributor,149,105,44
O00503,2025-03-06 00:00:00,P018,1,Business,Distributor,95,62,33
O00504,2025-05-26 00:00:00,P019,15,Retail,Distributor,2685,1875,810
O00505,2025-08-12 00:00:00,P004,20,Retail,Distributor,780,440,340
O00506,2025-08-27 00:00:00,P010,19,Business,Online,2831,1995,836
O00507,2025-06-26 00:00:00,P001,29,Retail,Online,638,348,290
O00508,2025-10-09 00:00:00,P018,10,Business,Direct,950,620,330
O00509,2025-03-04 00:00:00,P005,28,Business,Online,1652,980,672
O00510,2025-08-05 00:00:00,P015,18,Business,Online,756,450,306
O00511,2026-04-06 00:00:00,P017,28,Retail,Online,3892,2660,1232
O00512,2025-04-15 00:00:00,P003,3,Retail,Direct,147,84,63
O00513,2025-04-09 00:00:00,P012,11,Business,Direct,1309,858,451
O00514,2026-05-26 00:00:00,P002,15,Retail,Online,480,270,210
O00515,2026-01-20 00:00:00,P001,27,Retail,Online,594,324,270
O00516,2026-02-09 00:00:00,P017,30,Wholesale,Direct,4170,2850,1320
O00517,2026-06-02 00:00:00,P016,11,Wholesale,Direct,869,528,341
O00518,2026-04-21 00:00:00,P005,17,Retail,Online,1003,595,408
O00519,2026-03-13 00:00:00,P015,17,Retail,Direct,714,425,289
O00520,2025-01-23 00:00:00,P003,6,Retail,Online,294,168,126
O00521,2026-04-03 00:00:00,P007,5,Business,Online,845,575,270
O00522,2025-03-24 00:00:00,P011,8,Wholesale,Direct,552,336,216
O00523,2025-05-25 00:00:00,P010,2,Retail,Direct,298,210,88
O00524,2025-03-26 00:00:00,P009,16,Retail,Online,1424,928,496
O00525,2025-03-19 00:00:00,P014,20,Wholesale,Direct,360,200,160
O00526,2026-04-02 00:00:00,P013,24,Retail,Direct,360,192,168
O00527,2025-01-01 00:00:00,P002,12,Retail,Direct,384,216,168
O00528,2025-02-20 00:00:00,P003,6,Wholesale,Direct,294,168,126
O00529,2026-03-22 00:00:00,P007,1,Retail,Direct,169,115,54
O00530,2026-03-25 00:00:00,P018,4,Business,Online,380,248,132
O00531,2026-05-03 00:00:00,P003,17,Retail,Online,833,476,357
O00532,2025-02-03 00:00:00,P010,13,Retail,Online,1937,1365,572
O00533,2025-12-14 00:00:00,P007,18,Business,Online,3042,2070,972
O00534,2025-04-05 00:00:00,P009,5,Retail,Direct,445,290,155
O00535,2025-03-13 00:00:00,P017,30,Wholesale,Online,4170,2850,1320
O00536,2025-06-03 00:00:00,P011,24,Business,Online,1656,1008,648
O00537,2025-09-07 00:00:00,P007,24,Retail,Online,4056,2760,1296
O00538,2026-03-14 00:00:00,P014,27,Retail,Online,486,270,216
O00539,2025-04-28 00:00:00,P019,3,Retail,Online,537,375,162
O00540,2025-11-02 00:00:00,P004,11,Retail,Direct,429,242,187
O00541,2025-09-25 00:00:00,P006,13,Retail,Online,715,416,299
O00542,2025-02-23 00:00:00,P010,4,Retail,Direct,596,420,176
O00543,2025-08-24 00:00:00,P007,26,Retail,Distributor,4394,2990,1404
O00544,2026-01-24 00:00:00,P013,27,Business,Online,405,216,189
O00545,2026-02-05 00:00:00,P014,14,Business,Online,252,140,112
O00546,2025-10-30 00:00:00,P004,22,Business,Online,858,484,374
O00547,2025-07-26 00:00:00,P008,11,Retail,Direct,2849,2035,814
O00548,2025-08-17 00:00:00,P005,27,Retail,Direct,1593,945,648
O00549,2025-03-16 00:00:00,P001,10,Business,Online,220,120,100
O00550,2026-03-11 00:00:00,P004,19,Retail,Online,741,418,323
O00551,2025-04-13 00:00:00,P003,18,Retail,Distributor,882,504,378
O00552,2026-02-26 00:00:00,P009,6,Business,Online,534,348,186
O00553,2025-11-02 00:00:00,P008,27,Business,Online,6993,4995,1998
O00554,2025-04-08 00:00:00,P001,29,Retail,Distributor,638,348,290
O00555,2025-12-01 00:00:00,P006,15,Retail,Direct,825,480,345
O00556,2026-03-11 00:00:00,P009,21,Business,Distributor,1869,1218,651
O00557,2026-03-23 00:00:00,P007,30,Business,Direct,5070,3450,1620
O00558,2025-11-04 00:00:00,P004,10,Business,Direct,390,220,170
O00559,2025-09-06 00:00:00,P013,5,Business,Online,75,40,35
O00560,2025-06-15 00:00:00,P017,26,Business,Direct,3614,2470,1144
O00561,2026-04-26 00:00:00,P002,29,Retail,Distributor,928,522,406
O00562,2025-12-01 00:00:00,P005,5,Retail,Direct,295,175,120
O00563,2026-06-26 00:00:00,P012,10,Business,Online,1190,780,410
O00564,2025-04-16 00:00:00,P008,28,Business,Online,7252,5180,2072
O00565,2025-03-22 00:00:00,P006,5,Business,Online,275,160,115
O00566,2025-05-13 00:00:00,P008,3,Retail,Online,777,555,222
O00567,2025-05-18 00:00:00,P018,23,Retail,Online,2185,1426,759
O00568,2025-07-03 00:00:00,P003,6,Wholesale,Direct,294,168,126
O00569,2026-02-05 00:00:00,P012,4,Business,Direct,476,312,164
O00570,2025-11-26 00:00:00,P003,18,Wholesale,Online,882,504,378
O00571,2026-05-23 00:00:00,P006,28,Business,Direct,1540,896,644
O00572,2025-03-10 00:00:00,P002,9,Business,Online,288,162,126
O00573,2026-06-30 00:00:00,P012,17,Business,Online,2023,1326,697
O00574,2025-02-22 00:00:00,P002,29,Wholesale,Online,928,522,406
O00575,2026-03-26 00:00:00,P006,13,Business,Online,715,416,299
O00576,2025-07-24 00:00:00,P017,27,Business,Online,3753,2565,1188
O00577,2025-05-06 00:00:00,P003,15,Retail,Online,735,420,315
O00578,2025-02-12 00:00:00,P002,30,Retail,Online,960,540,420
O00579,2025-04-21 00:00:00,P020,20,Business,Direct,1300,760,540
O00580,2025-07-02 00:00:00,P008,17,Retail,Online,4403,3145,1258
O00581,2025-04-05 00:00:00,P012,13,Retail,Direct,1547,1014,533
O00582,2026-01-09 00:00:00,P004,16,Retail,Direct,624,352,272
O00583,2026-06-04 00:00:00,P005,22,Retail,Direct,1298,770,528
O00584,2025-12-26 00:00:00,P013,4,Retail,Distributor,60,32,28
O00585,2025-10-08 00:00:00,P015,5,Retail,Online,210,125,85
O00586,2025-07-14 00:00:00,P016,5,Wholesale,Online,395,240,155
O00587,2025-07-14 00:00:00,P010,9,Retail,Distributor,1341,945,396
O00588,2025-04-03 00:00:00,P016,17,Retail,Online,1343,816,527
O00589,2025-03-02 00:00:00,P012,13,Retail,Direct,1547,1014,533
O00590,2025-02-20 00:00:00,P017,2,Business,Direct,278,190,88
O00591,2026-02-07 00:00:00,P016,13,Retail,Direct,1027,624,403
O00592,2025-01-05 00:00:00,P012,22,Business,Distributor,2618,1716,902
O00593,2026-04-11 00:00:00,P008,21,Business,Distributor,5439,3885,1554
O00594,2026-06-18 00:00:00,P020,27,Business,Direct,1755,1026,729
O00595,2026-02-09 00:00:00,P003,23,Retail,Online,1127,644,483
O00596,2026-05-28 00:00:00,P016,19,Business,Distributor,1501,912,589
O00597,2025-08-21 00:00:00,P013,3,Retail,Online,45,24,21
O00598,2026-06-08 00:00:00,P019,10,Wholesale,Online,1790,1250,540
O00599,2025-12-12 00:00:00,P008,2,Business,Distributor,518,370,148
O00600,2025-02-15 00:00:00,P005,13,Retail,Online,767,455,312
O00601,2026-06-30 00:00:00,P020,19,Retail,Online,1235,722,513
O00602,2025-03-19 00:00:00,P008,26,Retail,Online,6734,4810,1924
O00603,2025-03-14 00:00:00,P012,17,Business,Distributor,2023,1326,697
O00604,2025-09-06 00:00:00,P001,21,Retail,Online,462,252,210
O00605,2025-02-16 00:00:00,P020,14,Business,Direct,910,532,378
O00606,2025-05-01 00:00:00,P006,12,Retail,Online,660,384,276
O00607,2025-08-02 00:00:00,P018,21,Business,Direct,1995,1302,693
O00608,2025-08-27 00:00:00,P008,12,Business,Direct,3108,2220,888
O00609,2025-02-25 00:00:00,P007,11,Business,Online,1859,1265,594
O00610,2025-12-16 00:00:00,P001,7,Business,Online,154,84,70
O00611,2025-04-17 00:00:00,P016,4,Retail,Online,316,192,124
O00612,2025-02-17 00:00:00,P012,19,Retail,Distributor,2261,1482,779
O00613,2025-12-03 00:00:00,P006,1,Business,Direct,55,32,23
O00614,2025-01-26 00:00:00,P020,28,Retail,Distributor,1820,1064,756
O00615,2025-09-14 00:00:00,P002,24,Retail,Online,768,432,336
O00616,2025-01-08 00:00:00,P014,29,Retail,Direct,522,290,232
O00617,2025-09-10 00:00:00,P004,3,Retail,Direct,117,66,51
O00618,2025-10-30 00:00:00,P001,13,Retail,Direct,286,156,130
O00619,2025-02-25 00:00:00,P018,15,Wholesale,Distributor,1425,930,495
O00620,2026-06-10 00:00:00,P013,2,Retail,Online,30,16,14
O00621,2026-04-19 00:00:00,P002,11,Business,Online,352,198,154
O00622,2025-01-28 00:00:00,P009,4,Retail,Direct,356,232,124
O00623,2025-03-19 00:00:00,P002,19,Business,Direct,608,342,266
O00624,2025-08-04 00:00:00,P009,29,Retail,Direct,2581,1682,899
O00625,2026-01-21 00:00:00,P001,17,Wholesale,Online,374,204,170
O00626,2025-12-31 00:00:00,P011,3,Wholesale,Online,207,126,81
O00627,2026-06-10 00:00:00,P003,28,Retail,Online,1372,784,588
O00628,2025-11-08 00:00:00,P020,18,Wholesale,Online,1170,684,486
O00629,2025-01-07 00:00:00,P004,8,Wholesale,Direct,312,176,136
O00630,2025-01-03 00:00:00,P018,22,Business,Direct,2090,1364,726
O00631,2025-12-29 00:00:00,P006,25,Business,Online,1375,800,575
O00632,2026-05-23 00:00:00,P003,24,Retail,Online,1176,672,504
O00633,2025-10-01 00:00:00,P011,26,Business,Online,1794,1092,702
O00634,2026-05-21 00:00:00,P015,19,Retail,Online,798,475,323
O00635,2025-01-15 00:00:00,P005,5,Retail,Direct,295,175,120
O00636,2025-07-11 00:00:00,P020,7,Wholesale,Distributor,455,266,189
O00637,2026-04-30 00:00:00,P010,21,Retail,Online,3129,2205,924
O00638,2025-01-28 00:00:00,P012,8,Business,Direct,952,624,328
O00639,2025-02-08 00:00:00,P015,28,Business,Distributor,1176,700,476
O00640,2025-09-30 00:00:00,P017,5,Wholesale,Direct,695,475,220
O00641,2025-08-19 00:00:00,P010,17,Wholesale,Online,2533,1785,748
O00642,2025-03-27 00:00:00,P006,5,Retail,Distributor,275,160,115
O00643,2026-04-19 00:00:00,P018,4,Retail,Online,380,248,132
O00644,2025-05-06 00:00:00,P013,22,Retail,Online,330,176,154
O00645,2026-06-21 00:00:00,P003,19,Retail,Online,931,532,399
O00646,2025-05-25 00:00:00,P010,27,Retail,Online,4023,2835,1188
O00647,2026-06-09 00:00:00,P014,21,Retail,Online,378,210,168
O00648,2025-07-31 00:00:00,P006,2,Business,Online,110,64,46
O00649,2025-01-25 00:00:00,P003,11,Business,Online,539,308,231
O00650,2026-01-29 00:00:00,P016,22,Retail,Direct,1738,1056,682
O00651,2025-03-08 00:00:00,P007,13,Business,Distributor,2197,1495,702
O00652,2025-08-21 00:00:00,P020,15,Retail,Online,975,570,405
O00653,2025-04-19 00:00:00,P014,12,Retail,Distributor,216,120,96
O00654,2025-05-26 00:00:00,P009,22,Business,Distributor,1958,1276,682
O00655,2025-04-21 00:00:00,P015,21,Business,Direct,882,525,357
O00656,2025-08-16 00:00:00,P003,22,Business,Online,1078,616,462
O00657,2025-04-21 00:00:00,P002,11,Retail,Direct,352,198,154
O00658,2026-04-15 00:00:00,P002,7,Business,Distributor,224,126,98
O00659,2025-02-03 00:00:00,P003,28,Business,Direct,1372,784,588
O00660,2026-01-04 00:00:00,P018,5,Business,Online,475,310,165
O00661,2026-03-01 00:00:00,P014,17,Business,Online,306,170,136
O00662,2026-06-02 00:00:00,P020,24,Wholesale,Direct,1560,912,648
O00663,2025-10-09 00:00:00,P018,20,Business,Online,1900,1240,660
O00664,2025-11-16 00:00:00,P010,9,Business,Online,1341,945,396
O00665,2026-03-19 00:00:00,P002,14,Wholesale,Online,448,252,196
O00666,2025-11-11 00:00:00,P001,26,Business,Direct,572,312,260
O00667,2026-01-12 00:00:00,P004,12,Retail,Distributor,468,264,204
O00668,2025-10-16 00:00:00,P014,6,Business,Online,108,60,48
O00669,2026-03-13 00:00:00,P001,17,Retail,Distributor,374,204,170
O00670,2025-10-04 00:00:00,P014,19,Retail,Online,342,190,152
O00671,2026-05-18 00:00:00,P016,19,Business,Direct,1501,912,589
O00672,2026-05-31 00:00:00,P014,26,Wholesale,Direct,468,260,208
O00673,2025-12-16 00:00:00,P020,16,Wholesale,Direct,1040,608,432
O00674,2026-03-22 00:00:00,P003,12,Retail,Distributor,588,336,252
O00675,2025-12-16 00:00:00,P003,12,Retail,Online,588,336,252
O00676,2025-05-17 00:00:00,P009,20,Retail,Distributor,1780,1160,620
O00677,2025-08-31 00:00:00,P006,6,Wholesale,Online,330,192,138
O00678,2026-06-27 00:00:00,P013,23,Wholesale,Direct,345,184,161
O00679,2025-02-09 00:00:00,P002,26,Business,Direct,832,468,364
O00680,2025-08-17 00:00:00,P008,4,Business,Direct,1036,740,296
O00681,2025-08-11 00:00:00,P002,6,Business,Online,192,108,84
O00682,2025-01-06 00:00:00,P004,11,Business,Distributor,429,242,187
O00683,2025-11-18 00:00:00,P015,1,Retail,Online,42,25,17
O00684,2026-04-13 00:00:00,P004,30,Retail,Online,1170,660,510
O00685,2025-03-16 00:00:00,P013,24,Business,Direct,360,192,168
O00686,2025-01-04 00:00:00,P012,23,Business,Online,2737,1794,943
O00687,2025-04-28 00:00:00,P013,15,Retail,Direct,225,120,105
O00688,2026-05-19 00:00:00,P014,27,Wholesale,Online,486,270,216
O00689,2026-03-17 00:00:00,P020,11,Retail,Online,715,418,297
O00690,2025-07-13 00:00:00,P018,25,Retail,Direct,2375,1550,825
O00691,2026-01-27 00:00:00,P006,19,Business,Online,1045,608,437
O00692,2025-01-26 00:00:00,P011,18,Business,Online,1242,756,486
O00693,2026-03-11 00:00:00,P002,17,Business,Direct,544,306,238
O00694,2025-06-22 00:00:00,P019,19,Retail,Online,3401,2375,1026
O00695,2025-10-27 00:00:00,P019,21,Retail,Direct,3759,2625,1134
O00696,2025-11-22 00:00:00,P005,14,Business,Online,826,490,336
O00697,2026-02-14 00:00:00,P019,27,Business,Direct,4833,3375,1458
O00698,2025-04-28 00:00:00,P002,18,Retail,Direct,576,324,252
O00699,2025-08-13 00:00:00,P010,28,Business,Direct,4172,2940,1232
O00700,2026-06-16 00:00:00,P002,19,Retail,Online,608,342,266
O00701,2025-04-23 00:00:00,P011,15,Business,Direct,1035,630,405
O00702,2025-05-20 00:00:00,P018,15,Business,Direct,1425,930,495
O00703,2025-01-01 00:00:00,P015,4,Retail,Direct,168,100,68
O00704,2025-03-31 00:00:00,P009,7,Retail,Online,623,406,217
O00705,2025-11-16 00:00:00,P019,13,Business,Distributor,2327,1625,702
O00706,2025-05-19 00:00:00,P009,3,Business,Direct,267,174,93
O00707,2026-05-26 00:00:00,P003,16,Business,Online,784,448,336
O00708,2025-09-16 00:00:00,P009,9,Business,Online,801,522,279
O00709,2025-01-10 00:00:00,P014,8,Business,Distributor,144,80,64
O00710,2025-09-18 00:00:00,P019,20,Wholesale,Online,3580,2500,1080
O00711,2025-06-21 00:00:00,P007,13,Retail,Distributor,2197,1495,702
O00712,2025-01-13 00:00:00,P016,17,Retail,Direct,1343,816,527
O00713,2025-06-17 00:00:00,P016,17,Retail,Direct,1343,816,527
O00714,2025-11-17 00:00:00,P001,17,Retail,Online,374,204,170
O00715,2025-11-15 00:00:00,P004,1,Business,Online,39,22,17
O00716,2025-11-25 00:00:00,P004,8,Retail,Distributor,312,176,136
O00717,2026-02-23 00:00:00,P007,19,Wholesale,Online,3211,2185,1026
O00718,2025-04-05 00:00:00,P008,6,Business,Direct,1554,1110,444
O00719,2025-11-14 00:00:00,P017,3,Business,Online,417,285,132
O00720,2025-08-24 00:00:00,P005,27,Retail,Online,1593,945,648
O00721,2025-11-30 00:00:00,P007,5,Retail,Online,845,575,270
O00722,2026-01-11 00:00:00,P020,13,Retail,Online,845,494,351
O00723,2026-04-04 00:00:00,P020,15,Retail,Distributor,975,570,405
O00724,2025-05-17 00:00:00,P004,14,Retail,Online,546,308,238
O00725,2026-05-28 00:00:00,P006,29,Business,Online,1595,928,667
O00726,2025-10-23 00:00:00,P007,23,Wholesale,Online,3887,2645,1242
O00727,2025-11-16 00:00:00,P018,16,Wholesale,Online,1520,992,528
O00728,2025-12-15 00:00:00,P005,18,Business,Online,1062,630,432
O00729,2025-08-17 00:00:00,P020,22,Retail,Distributor,1430,836,594
O00730,2025-09-27 00:00:00,P003,29,Wholesale,Online,1421,812,609
O00731,2025-10-18 00:00:00,P007,22,Wholesale,Online,3718,2530,1188
O00732,2025-06-14 00:00:00,P014,11,Retail,Online,198,110,88
O00733,2025-01-05 00:00:00,P007,3,Business,Distributor,507,345,162
O00734,2026-01-14 00:00:00,P005,22,Retail,Online,1298,770,528
O00735,2025-03-19 00:00:00,P005,10,Business,Online,590,350,240
O00736,2026-02-14 00:00:00,P002,10,Wholesale,Direct,320,180,140
O00737,2025-05-12 00:00:00,P006,30,Retail,Direct,1650,960,690
O00738,2025-02-11 00:00:00,P015,21,Wholesale,Online,882,525,357
O00739,2025-03-30 00:00:00,P010,16,Business,Online,2384,1680,704
O00740,2026-02-06 00:00:00,P007,12,Wholesale,Direct,2028,1380,648
O00741,2025-10-23 00:00:00,P005,2,Retail,Online,118,70,48
O00742,2025-10-22 00:00:00,P001,9,Business,Direct,198,108,90
O00743,2026-06-10 00:00:00,P013,24,Retail,Direct,360,192,168
O00744,2026-02-26 00:00:00,P018,3,Retail,Online,285,186,99
O00745,2025-01-23 00:00:00,P013,24,Retail,Online,360,192,168
O00746,2025-05-23 00:00:00,P018,30,Wholesale,Online,2850,1860,990
O00747,2025-05-25 00:00:00,P005,25,Business,Direct,1475,875,600
O00748,2025-08-13 00:00:00,P013,30,Wholesale,Online,450,240,210
O00749,2026-05-18 00:00:00,P004,15,Wholesale,Online,585,330,255
O00750,2025-04-14 00:00:00,P017,3,Retail,Direct,417,285,132
O00751,2025-02-08 00:00:00,P003,19,Retail,Distributor,931,532,399
O00752,2025-07-17 00:00:00,P017,18,Retail,Online,2502,1710,792
O00753,2026-01-26 00:00:00,P011,8,Retail,Distributor,552,336,216
O00754,2025-06-28 00:00:00,P020,26,Retail,Online,1690,988,702
O00755,2026-03-24 00:00:00,P004,17,Retail,Online,663,374,289
O00756,2026-05-15 00:00:00,P002,8,Retail,Online,256,144,112
O00757,2025-01-15 00:00:00,P020,7,Retail,Online,455,266,189
O00758,2025-10-16 00:00:00,P016,30,Retail,Online,2370,1440,930
O00759,2026-04-23 00:00:00,P018,7,Retail,Online,665,434,231
O00760,2025-08-19 00:00:00,P008,3,Wholesale,Distributor,777,555,222
O00761,2026-02-24 00:00:00,P003,1,Business,Direct,49,28,21
O00762,2025-06-06 00:00:00,P009,4,Wholesale,Direct,356,232,124
O00763,2026-03-17 00:00:00,P020,25,Retail,Online,1625,950,675
O00764,2025-04-07 00:00:00,P006,5,Retail,Online,275,160,115
