PO_ID,PO_Date,Product_ID,Supplier_ID,Quantity,Unit_Cost_GBP,PO_Value_GBP,Received_Date,Status,Month,Purchase_Spend_GBP
PO00252,2026-05-12 00:00:00,P007,S06,99,115,11385,2026-05-20 00:00:00,Open,2026-05,11385
PO00253,2026-03-16 00:00:00,P016,S01,142,48,6816,2026-03-21 00:00:00,Received,2026-03,6816
PO00254,2025-04-18 00:00:00,P009,S01,157,58,9106,2025-04-23 00:00:00,Received,2025-04,9106
PO00255,2025-09-02 00:00:00,P010,S01,52,105,5460,2025-09-13 00:00:00,Received,2025-09,5460
PO00256,2025-09-12 00:00:00,P010,S05,159,105,16695,2025-09-25 00:00:00,Received,2025-09,16695
PO00257,2025-02-02 00:00:00,P010,S08,63,105,6615,2025-02-07 00:00:00,Received,2025-02,6615
PO00258,2025-01-23 00:00:00,P020,S03,32,38,1216,2025-02-12 00:00:00,Received,2025-01,1216
PO00259,2025-02-18 00:00:00,P016,S07,171,48,8208,2025-03-12 00:00:00,Open,2025-02,8208
PO00260,2026-04-07 00:00:00,P001,S01,191,12,2292,2026-04-26 00:00:00,Received,2026-04,2292
PO00261,2025-12-02 00:00:00,P017,S03,76,95,7220,2025-12-12 00:00:00,Received,2025-12,7220
PO00262,2025-12-24 00:00:00,P014,S03,115,10,1150,2025-12-30 00:00:00,Delayed,2025-12,1150
PO00263,2025-05-02 00:00:00,P019,S02,163,125,20375,2025-05-15 00:00:00,Received,2025-05,20375
PO00264,2026-03-20 00:00:00,P017,S04,128,95,12160,2026-03-28 00:00:00,Received,2026-03,12160
PO00265,2025-12-25 00:00:00,P014,S05,139,10,1390,2026-01-11 00:00:00,Received,2025-12,1390
PO00266,2025-12-12 00:00:00,P008,S03,119,185,22015,2025-12-27 00:00:00,Received,2025-12,22015
PO00267,2025-07-12 00:00:00,P009,S07,168,58,9744,2025-07-29 00:00:00,Received,2025-07,9744
PO00268,2026-02-20 00:00:00,P008,S05,130,185,24050,2026-03-07 00:00:00,Received,2026-02,24050
PO00269,2026-01-12 00:00:00,P013,S02,70,8,560,2026-02-04 00:00:00,Received,2026-01,560
PO00270,2026-04-08 00:00:00,P017,S01,40,95,3800,2026-04-20 00:00:00,Delayed,2026-04,3800
PO00271,2025-05-26 00:00:00,P019,S06,79,125,9875,2025-06-06 00:00:00,Open,2025-05,9875
PO00272,2026-04-23 00:00:00,P007,S03,198,115,22770,2026-05-13 00:00:00,Delayed,2026-04,22770
PO00273,2026-02-12 00:00:00,P017,S04,40,95,3800,2026-02-19 00:00:00,Open,2026-02,3800
PO00274,2025-10-13 00:00:00,P001,S06,126,12,1512,2025-11-03 00:00:00,Open,2025-10,1512
PO00275,2025-04-21 00:00:00,P005,S02,145,35,5075,2025-05-13 00:00:00,Delayed,2025-04,5075
PO00276,2025-02-19 00:00:00,P006,S05,153,32,4896,2025-03-10 00:00:00,Received,2025-02,4896
PO00277,2025-01-14 00:00:00,P002,S07,92,18,1656,2025-02-04 00:00:00,Received,2025-01,1656
PO00278,2025-05-14 00:00:00,P016,S08,95,48,4560,2025-05-29 00:00:00,Received,2025-05,4560
PO00279,2025-12-09 00:00:00,P005,S01,97,35,3395,2025-12-18 00:00:00,Received,2025-12,3395
PO00280,2025-10-13 00:00:00,P005,S05,153,35,5355,2025-11-02 00:00:00,Received,2025-10,5355
PO00281,2025-11-10 00:00:00,P012,S04,84,78,6552,2025-11-29 00:00:00,Open,2025-11,6552
PO00282,2025-10-24 00:00:00,P003,S03,105,28,2940,2025-11-07 00:00:00,Delayed,2025-10,2940
PO00283,2025-06-13 00:00:00,P016,S04,53,48,2544,2025-07-01 00:00:00,Received,2025-06,2544
PO00284,2026-05-12 00:00:00,P006,S05,75,32,2400,2026-05-18 00:00:00,Received,2026-05,2400
PO00285,2025-01-16 00:00:00,P015,S05,94,25,2350,2025-02-05 00:00:00,Received,2025-01,2350
PO00286,2025-12-10 00:00:00,P015,S06,22,25,550,2026-01-02 00:00:00,Delayed,2025-12,550
PO00287,2025-03-19 00:00:00,P016,S04,189,48,9072,2025-03-31 00:00:00,Open,2025-03,9072
PO00288,2025-12-12 00:00:00,P020,S04,25,38,950,2025-12-31 00:00:00,Received,2025-12,950
PO00289,2025-03-13 00:00:00,P013,S04,25,8,200,2025-03-27 00:00:00,Open,2025-03,200
PO00290,2025-09-27 00:00:00,P012,S01,167,78,13026,2025-10-06 00:00:00,Received,2025-09,13026
PO00291,2025-10-14 00:00:00,P010,S07,168,105,17640,2025-11-07 00:00:00,Open,2025-10,17640
PO00292,2025-03-07 00:00:00,P014,S05,21,10,210,2025-03-27 00:00:00,Received,2025-03,210
PO00293,2025-03-09 00:00:00,P002,S02,109,18,1962,2025-03-25 00:00:00,Received,2025-03,1962
PO00294,2025-07-12 00:00:00,P003,S01,75,28,2100,2025-07-29 00:00:00,Received,2025-07,2100
PO00295,2025-02-24 00:00:00,P009,S01,115,58,6670,2025-03-09 00:00:00,Received,2025-02,6670
PO00296,2026-01-14 00:00:00,P011,S01,29,42,1218,2026-02-04 00:00:00,Open,2026-01,1218
PO00297,2025-06-17 00:00:00,P011,S06,106,42,4452,2025-07-11 00:00:00,Received,2025-06,4452
PO00298,2026-02-13 00:00:00,P010,S08,89,105,9345,2026-03-01 00:00:00,Delayed,2026-02,9345
PO00299,2026-05-23 00:00:00,P014,S07,170,10,1700,2026-06-01 00:00:00,Received,2026-05,1700
PO00300,2026-06-21 00:00:00,P009,S07,132,58,7656,2026-07-07 00:00:00,Open,2026-06,7656
PO00301,2025-04-12 00:00:00,P020,S02,49,38,1862,2025-04-17 00:00:00,Received,2025-04,1862
PO00302,2026-02-26 00:00:00,P010,S08,147,105,15435,2026-03-22 00:00:00,Received,2026-02,15435
PO00303,2026-04-23 00:00:00,P009,S04,97,58,5626,2026-05-13 00:00:00,Received,2026-04,5626
PO00304,2025-04-30 00:00:00,P005,S06,184,35,6440,2025-05-16 00:00:00,Received,2025-04,6440
PO00305,2025-10-18 00:00:00,P008,S05,74,185,13690,2025-10-31 00:00:00,Open,2025-10,13690
PO00306,2026-05-03 00:00:00,P011,S08,68,42,2856,2026-05-20 00:00:00,Delayed,2026-05,2856
PO00307,2025-06-10 00:00:00,P001,S03,53,12,636,2025-07-01 00:00:00,Delayed,2025-06,636
PO00308,2025-03-19 00:00:00,P010,S06,124,105,13020,2025-04-09 00:00:00,Open,2025-03,13020
PO00309,2025-02-07 00:00:00,P001,S03,191,12,2292,2025-02-15 00:00:00,Open,2025-02,2292
PO00310,2026-01-29 00:00:00,P007,S05,41,115,4715,2026-02-16 00:00:00,Open,2026-01,4715
PO00311,2026-03-17 00:00:00,P014,S02,50,10,500,2026-04-09 00:00:00,Received,2026-03,500
PO00312,2026-06-24 00:00:00,P005,S07,154,35,5390,2026-07-05 00:00:00,Received,2026-06,5390
PO00313,2026-04-07 00:00:00,P017,S03,124,95,11780,2026-04-14 00:00:00,Received,2026-04,11780
PO00314,2025-10-21 00:00:00,P006,S01,168,32,5376,2025-10-26 00:00:00,Open,2025-10,5376
PO00315,2026-02-04 00:00:00,P016,S06,35,48,1680,2026-02-20 00:00:00,Open,2026-02,1680
PO00316,2025-04-02 00:00:00,P011,S08,39,42,1638,2025-04-21 00:00:00,Open,2025-04,1638
PO00317,2025-01-06 00:00:00,P010,S08,62,105,6510,2025-01-21 00:00:00,Delayed,2025-01,6510
PO00318,2025-09-28 00:00:00,P015,S03,191,25,4775,2025-10-12 00:00:00,Open,2025-09,4775
PO00319,2025-04-09 00:00:00,P007,S05,66,115,7590,2025-04-15 00:00:00,Received,2025-04,7590
PO00320,2026-06-10 00:00:00,P002,S07,133,18,2394,2026-06-18 00:00:00,Open,2026-06,2394
PO00321,2025-07-13 00:00:00,P012,S01,38,78,2964,2025-08-03 00:00:00,Received,2025-07,2964
PO00322,2025-06-06 00:00:00,P019,S08,67,125,8375,2025-06-27 00:00:00,Received,2025-06,8375
PO00323,2025-04-25 00:00:00,P012,S03,158,78,12324,2025-05-07 00:00:00,Received,2025-04,12324
PO00324,2026-01-31 00:00:00,P016,S07,176,48,8448,2026-02-18 00:00:00,Delayed,2026-01,8448
PO00325,2026-06-06 00:00:00,P006,S05,64,32,2048,2026-06-14 00:00:00,Received,2026-06,2048
PO00326,2025-08-02 00:00:00,P003,S02,183,28,5124,2025-08-12 00:00:00,Received,2025-08,5124
PO00327,2026-06-17 00:00:00,P002,S05,195,18,3510,2026-07-10 00:00:00,Received,2026-06,3510
PO00328,2025-01-15 00:00:00,P020,S02,106,38,4028,2025-01-23 00:00:00,Received,2025-01,4028
PO00329,2026-02-23 00:00:00,P005,S08,34,35,1190,2026-03-02 00:00:00,Received,2026-02,1190
PO00330,2026-01-03 00:00:00,P011,S07,129,42,5418,2026-01-27 00:00:00,Received,2026-01,5418
PO00331,2025-08-01 00:00:00,P003,S07,191,28,5348,2025-08-11 00:00:00,Received,2025-08,5348
PO00332,2025-01-05 00:00:00,P003,S01,115,28,3220,2025-01-16 00:00:00,Open,2025-01,3220
PO00333,2025-08-19 00:00:00,P005,S05,187,35,6545,2025-09-06 00:00:00,Received,2025-08,6545
PO00334,2025-07-20 00:00:00,P011,S04,121,42,5082,2025-08-05 00:00:00,Received,2025-07,5082
PO00335,2026-02-06 00:00:00,P003,S08,105,28,2940,2026-02-26 00:00:00,Received,2026-02,2940
PO00336,2025-05-29 00:00:00,P013,S06,161,8,1288,2025-06-22 00:00:00,Received,2025-05,1288
PO00337,2026-05-07 00:00:00,P008,S04,100,185,18500,2026-05-19 00:00:00,Received,2026-05,18500
PO00338,2025-08-14 00:00:00,P020,S08,70,38,2660,2025-08-20 00:00:00,Received,2025-08,2660
PO00339,2025-06-18 00:00:00,P010,S04,131,105,13755,2025-07-05 00:00:00,Received,2025-06,13755
PO00340,2025-06-01 00:00:00,P002,S04,34,18,612,2025-06-13 00:00:00,Received,2025-06,612
PO00341,2025-08-12 00:00:00,P004,S06,84,22,1848,2025-09-05 00:00:00,Received,2025-08,1848
PO00342,2026-05-19 00:00:00,P018,S04,107,62,6634,2026-06-08 00:00:00,Received,2026-05,6634
PO00343,2025-02-13 00:00:00,P019,S02,95,125,11875,2025-02-21 00:00:00,Delayed,2025-02,11875
PO00344,2026-05-19 00:00:00,P004,S05,29,22,638,2026-06-08 00:00:00,Received,2026-05,638
PO00345,2025-08-29 00:00:00,P020,S07,61,38,2318,2025-09-22 00:00:00,Received,2025-08,2318
PO00346,2025-12-17 00:00:00,P009,S01,114,58,6612,2025-12-27 00:00:00,Received,2025-12,6612
PO00347,2025-01-23 00:00:00,P016,S04,30,48,1440,2025-01-31 00:00:00,Received,2025-01,1440
PO00348,2025-02-12 00:00:00,P006,S07,137,32,4384,2025-03-04 00:00:00,Delayed,2025-02,4384
PO00349,2026-04-11 00:00:00,P004,S04,163,22,3586,2026-04-28 00:00:00,Open,2026-04,3586
PO00350,2025-02-09 00:00:00,P009,S08,144,58,8352,2025-02-18 00:00:00,Received,2025-02,8352
PO00351,2025-10-30 00:00:00,P013,S01,97,8,776,2025-11-18 00:00:00,Received,2025-10,776
PO00352,2025-06-24 00:00:00,P009,S08,166,58,9628,2025-07-06 00:00:00,Delayed,2025-06,9628
PO00353,2026-06-16 00:00:00,P006,S01,178,32,5696,2026-06-27 00:00:00,Open,2026-06,5696
PO00354,2026-04-06 00:00:00,P019,S04,200,125,25000,2026-04-24 00:00:00,Received,2026-04,25000
PO00355,2025-07-12 00:00:00,P014,S02,109,10,1090,2025-07-23 00:00:00,Open,2025-07,1090
PO00356,2025-09-01 00:00:00,P015,S07,27,25,675,2025-09-12 00:00:00,Received,2025-09,675
PO00357,2025-10-07 00:00:00,P003,S01,171,28,4788,2025-10-29 00:00:00,Delayed,2025-10,4788
PO00358,2025-02-05 00:00:00,P005,S05,155,35,5425,2025-02-19 00:00:00,Delayed,2025-02,5425
PO00359,2026-06-24 00:00:00,P018,S07,130,62,8060,2026-07-16 00:00:00,Open,2026-06,8060
PO00360,2025-06-03 00:00:00,P014,S05,195,10,1950,2025-06-21 00:00:00,Received,2025-06,1950
PO00361,2025-01-23 00:00:00,P016,S07,177,48,8496,2025-02-06 00:00:00,Received,2025-01,8496
PO00362,2025-04-01 00:00:00,P014,S02,77,10,770,2025-04-12 00:00:00,Delayed,2025-04,770
PO00363,2026-01-25 00:00:00,P009,S08,105,58,6090,2026-02-05 00:00:00,Received,2026-01,6090
PO00364,2025-12-25 00:00:00,P015,S06,74,25,1850,2026-01-05 00:00:00,Delayed,2025-12,1850
PO00365,2025-08-16 00:00:00,P007,S08,141,115,16215,2025-08-25 00:00:00,Received,2025-08,16215
PO00366,2025-07-21 00:00:00,P014,S03,127,10,1270,2025-07-26 00:00:00,Received,2025-07,1270
PO00367,2025-12-16 00:00:00,P006,S02,67,32,2144,2026-01-03 00:00:00,Delayed,2025-12,2144
PO00368,2025-02-07 00:00:00,P015,S04,151,25,3775,2025-03-01 00:00:00,Open,2025-02,3775
PO00369,2026-05-15 00:00:00,P020,S03,184,38,6992,2026-06-01 00:00:00,Received,2026-05,6992
PO00370,2025-02-12 00:00:00,P008,S04,155,185,28675,2025-02-24 00:00:00,Received,2025-02,28675
PO00371,2026-06-01 00:00:00,P002,S05,148,18,2664,2026-06-13 00:00:00,Received,2026-06,2664
PO00372,2025-03-09 00:00:00,P008,S01,66,185,12210,2025-03-23 00:00:00,Received,2025-03,12210
PO00373,2025-05-03 00:00:00,P001,S07,24,12,288,2025-05-24 00:00:00,Received,2025-05,288
PO00374,2025-12-02 00:00:00,P017,S04,197,95,18715,2025-12-12 00:00:00,Received,2025-12,18715
PO00375,2025-06-02 00:00:00,P019,S05,43,125,5375,2025-06-21 00:00:00,Received,2025-06,5375
PO00376,2025-06-11 00:00:00,P005,S02,194,35,6790,2025-06-30 00:00:00,Open,2025-06,6790
PO00377,2025-08-02 00:00:00,P020,S04,37,38,1406,2025-08-22 00:00:00,Open,2025-08,1406
PO00378,2026-01-11 00:00:00,P016,S08,103,48,4944,2026-01-23 00:00:00,Received,2026-01,4944
PO00379,2026-03-19 00:00:00,P007,S05,175,115,20125,2026-04-11 00:00:00,Delayed,2026-03,20125
PO00380,2026-02-27 00:00:00,P007,S01,24,115,2760,2026-03-23 00:00:00,Delayed,2026-02,2760
PO00381,2026-06-22 00:00:00,P018,S07,49,62,3038,2026-07-11 00:00:00,Received,2026-06,3038
PO00382,2025-08-18 00:00:00,P018,S04,20,62,1240,2025-08-25 00:00:00,Delayed,2025-08,1240
PO00383,2025-02-28 00:00:00,P002,S06,105,18,1890,2025-03-10 00:00:00,Received,2025-02,1890
PO00384,2025-04-06 00:00:00,P015,S05,101,25,2525,2025-04-18 00:00:00,Open,2025-04,2525
PO00385,2025-09-19 00:00:00,P014,S04,193,10,1930,2025-10-09 00:00:00,Received,2025-09,1930
PO00386,2025-12-20 00:00:00,P018,S01,88,62,5456,2026-01-08 00:00:00,Received,2025-12,5456
PO00387,2025-11-08 00:00:00,P009,S07,50,58,2900,2025-11-25 00:00:00,Delayed,2025-11,2900
PO00388,2025-05-16 00:00:00,P014,S04,110,10,1100,2025-06-09 00:00:00,Delayed,2025-05,1100
PO00389,2026-04-18 00:00:00,P005,S04,112,35,3920,2026-05-07 00:00:00,Open,2026-04,3920
PO00390,2026-03-06 00:00:00,P011,S07,146,42,6132,2026-03-28 00:00:00,Delayed,2026-03,6132
PO00391,2026-06-21 00:00:00,P008,S06,175,185,32375,2026-07-08 00:00:00,Received,2026-06,32375
PO00392,2025-05-26 00:00:00,P005,S05,35,35,1225,2025-06-07 00:00:00,Received,2025-05,1225
PO00393,2026-06-08 00:00:00,P011,S03,73,42,3066,2026-06-26 00:00:00,Received,2026-06,3066
PO00394,2025-03-28 00:00:00,P005,S08,200,35,7000,2025-04-12 00:00:00,Received,2025-03,7000
PO00395,2025-04-19 00:00:00,P017,S07,159,95,15105,2025-04-29 00:00:00,Received,2025-04,15105
PO00396,2026-02-27 00:00:00,P004,S04,39,22,858,2026-03-04 00:00:00,Received,2026-02,858
PO00397,2025-12-11 00:00:00,P015,S03,101,25,2525,2025-12-17 00:00:00,Received,2025-12,2525
PO00398,2025-09-23 00:00:00,P019,S02,181,125,22625,2025-10-10 00:00:00,Received,2025-09,22625
PO00399,2026-05-09 00:00:00,P002,S04,200,18,3600,2026-05-14 00:00:00,Received,2026-05,3600
PO00400,2025-11-29 00:00:00,P017,S03,170,95,16150,2025-12-07 00:00:00,Open,2025-11,16150
PO00401,2026-02-17 00:00:00,P012,S02,128,78,9984,2026-02-23 00:00:00,Delayed,2026-02,9984
PO00402,2025-07-10 00:00:00,P017,S06,174,95,16530,2025-08-03 00:00:00,Received,2025-07,16530
PO00403,2025-05-22 00:00:00,P010,S05,132,105,13860,2025-06-11 00:00:00,Received,2025-05,13860
PO00404,2025-03-14 00:00:00,P018,S04,36,62,2232,2025-03-21 00:00:00,Received,2025-03,2232
PO00405,2025-06-16 00:00:00,P019,S05,195,125,24375,2025-07-07 00:00:00,Received,2025-06,24375
PO00406,2025-06-17 00:00:00,P018,S02,168,62,10416,2025-06-26 00:00:00,Received,2025-06,10416
PO00407,2025-09-16 00:00:00,P013,S05,197,8,1576,2025-09-28 00:00:00,Received,2025-09,1576
PO00408,2026-03-15 00:00:00,P014,S05,187,10,1870,2026-03-31 00:00:00,Received,2026-03,1870
PO00409,2025-04-21 00:00:00,P016,S07,145,48,6960,2025-05-07 00:00:00,Delayed,2025-04,6960
PO00410,2026-06-15 00:00:00,P018,S01,22,62,1364,2026-06-20 00:00:00,Delayed,2026-06,1364
PO00411,2025-10-17 00:00:00,P018,S02,36,62,2232,2025-10-22 00:00:00,Delayed,2025-10,2232
PO00412,2026-05-25 00:00:00,P016,S05,69,48,3312,2026-06-13 00:00:00,Delayed,2026-05,3312
PO00413,2025-06-24 00:00:00,P017,S08,141,95,13395,2025-07-15 00:00:00,Delayed,2025-06,13395
PO00414,2025-10-29 00:00:00,P007,S03,109,115,12535,2025-11-04 00:00:00,Received,2025-10,12535
PO00415,2025-07-04 00:00:00,P012,S02,106,78,8268,2025-07-25 00:00:00,Received,2025-07,8268
PO00416,2025-12-05 00:00:00,P002,S01,25,18,450,2025-12-29 00:00:00,Received,2025-12,450
PO00417,2026-05-25 00:00:00,P010,S04,175,105,18375,2026-06-07 00:00:00,Received,2026-05,18375
PO00418,2025-11-06 00:00:00,P005,S06,74,35,2590,2025-11-22 00:00:00,Received,2025-11,2590
PO00419,2026-05-22 00:00:00,P003,S05,192,28,5376,2026-05-30 00:00:00,Received,2026-05,5376
PO00420,2025-12-12 00:00:00,P019,S03,166,125,20750,2025-12-29 00:00:00,Received,2025-12,20750
PO00421,2025-03-22 00:00:00,P013,S01,121,8,968,2025-03-30 00:00:00,Open,2025-03,968
PO00422,2026-01-09 00:00:00,P012,S02,48,78,3744,2026-01-20 00:00:00,Open,2026-01,3744
PO00423,2025-06-05 00:00:00,P003,S06,170,28,4760,2025-06-23 00:00:00,Received,2025-06,4760
PO00424,2026-03-08 00:00:00,P006,S06,130,32,4160,2026-03-21 00:00:00,Received,2026-03,4160
PO00425,2026-05-15 00:00:00,P014,S08,179,10,1790,2026-05-20 00:00:00,Received,2026-05,1790
PO00426,2025-05-27 00:00:00,P004,S05,29,22,638,2025-06-01 00:00:00,Received,2025-05,638
PO00427,2026-04-26 00:00:00,P013,S01,110,8,880,2026-05-20 00:00:00,Received,2026-04,880
PO00428,2026-03-11 00:00:00,P019,S01,196,125,24500,2026-03-19 00:00:00,Received,2026-03,24500
PO00429,2026-06-03 00:00:00,P018,S03,48,62,2976,2026-06-08 00:00:00,Received,2026-06,2976
PO00430,2025-03-10 00:00:00,P003,S04,64,28,1792,2025-03-24 00:00:00,Received,2025-03,1792
PO00431,2025-07-05 00:00:00,P020,S04,70,38,2660,2025-07-11 00:00:00,Received,2025-07,2660
PO00432,2025-07-23 00:00:00,P006,S07,120,32,3840,2025-08-11 00:00:00,Delayed,2025-07,3840
PO00433,2025-01-13 00:00:00,P016,S04,147,48,7056,2025-01-20 00:00:00,Open,2025-01,7056
PO00434,2025-10-01 00:00:00,P020,S07,30,38,1140,2025-10-14 00:00:00,Received,2025-10,1140
PO00435,2025-10-25 00:00:00,P003,S06,101,28,2828,2025-11-15 00:00:00,Received,2025-10,2828
PO00436,2025-02-20 00:00:00,P012,S06,147,78,11466,2025-03-09 00:00:00,Delayed,2025-02,11466
PO00437,2026-05-15 00:00:00,P019,S08,25,125,3125,2026-05-22 00:00:00,Received,2026-05,3125
PO00438,2026-01-04 00:00:00,P019,S02,86,125,10750,2026-01-12 00:00:00,Received,2026-01,10750
PO00439,2025-12-23 00:00:00,P004,S06,81,22,1782,2025-12-31 00:00:00,Delayed,2025-12,1782
PO00440,2025-01-03 00:00:00,P001,S06,152,12,1824,2025-01-18 00:00:00,Received,2025-01,1824
PO00441,2025-09-11 00:00:00,P002,S01,156,18,2808,2025-09-22 00:00:00,Delayed,2025-09,2808
PO00442,2026-04-20 00:00:00,P013,S02,47,8,376,2026-05-05 00:00:00,Open,2026-04,376
PO00443,2026-05-21 00:00:00,P013,S01,57,8,456,2026-06-05 00:00:00,Open,2026-05,456
PO00444,2025-09-13 00:00:00,P002,S03,62,18,1116,2025-09-27 00:00:00,Received,2025-09,1116
PO00445,2025-05-30 00:00:00,P019,S07,136,125,17000,2025-06-08 00:00:00,Received,2025-05,17000
PO00446,2026-05-03 00:00:00,P016,S07,168,48,8064,2026-05-20 00:00:00,Open,2026-05,8064
PO00447,2025-10-06 00:00:00,P012,S03,65,78,5070,2025-10-22 00:00:00,Open,2025-10,5070
PO00448,2025-02-28 00:00:00,P001,S07,185,12,2220,2025-03-14 00:00:00,Received,2025-02,2220
PO00449,2026-03-22 00:00:00,P009,S02,68,58,3944,2026-04-02 00:00:00,Open,2026-03,3944
PO00450,2025-04-23 00:00:00,P017,S02,58,95,5510,2025-05-16 00:00:00,Received,2025-04,5510
PO00451,2026-05-04 00:00:00,P010,S06,90,105,9450,2026-05-27 00:00:00,Open,2026-05,9450
PO00452,2026-02-11 00:00:00,P018,S07,146,62,9052,2026-03-06 00:00:00,Received,2026-02,9052
PO00453,2026-01-02 00:00:00,P019,S03,177,125,22125,2026-01-18 00:00:00,Received,2026-01,22125
PO00454,2025-03-01 00:00:00,P007,S05,168,115,19320,2025-03-25 00:00:00,Open,2025-03,19320
PO00455,2025-11-25 00:00:00,P019,S04,20,125,2500,2025-12-14 00:00:00,Received,2025-11,2500
PO00456,2026-04-14 00:00:00,P015,S06,179,25,4475,2026-04-23 00:00:00,Delayed,2026-04,4475
PO00457,2025-03-04 00:00:00,P009,S04,155,58,8990,2025-03-22 00:00:00,Received,2025-03,8990
PO00458,2025-07-03 00:00:00,P010,S03,88,105,9240,2025-07-19 00:00:00,Received,2025-07,9240
PO00459,2025-11-07 00:00:00,P020,S07,49,38,1862,2025-11-22 00:00:00,Open,2025-11,1862
PO00460,2026-06-22 00:00:00,P020,S07,134,38,5092,2026-07-01 00:00:00,Open,2026-06,5092
PO00461,2025-06-26 00:00:00,P004,S04,27,22,594,2025-07-16 00:00:00,Received,2025-06,594
PO00462,2026-03-05 00:00:00,P006,S05,132,32,4224,2026-03-27 00:00:00,Delayed,2026-03,4224
PO00463,2025-03-14 00:00:00,P004,S07,38,22,836,2025-03-30 00:00:00,Received,2025-03,836
PO00464,2025-06-16 00:00:00,P005,S05,78,35,2730,2025-06-25 00:00:00,Delayed,2025-06,2730
PO00465,2025-08-13 00:00:00,P009,S01,177,58,10266,2025-09-02 00:00:00,Received,2025-08,10266
PO00466,2025-01-09 00:00:00,P012,S02,98,78,7644,2025-01-25 00:00:00,Received,2025-01,7644
PO00467,2025-08-24 00:00:00,P008,S04,55,185,10175,2025-08-30 00:00:00,Delayed,2025-08,10175
PO00468,2025-01-28 00:00:00,P005,S07,74,35,2590,2025-02-07 00:00:00,Received,2025-01,2590
PO00469,2025-01-27 00:00:00,P011,S05,63,42,2646,2025-02-04 00:00:00,Received,2025-01,2646
PO00470,2025-07-15 00:00:00,P011,S08,174,42,7308,2025-08-01 00:00:00,Received,2025-07,7308
PO00471,2025-07-22 00:00:00,P013,S08,96,8,768,2025-08-05 00:00:00,Open,2025-07,768
PO00472,2025-03-26 00:00:00,P014,S07,97,10,970,2025-04-16 00:00:00,Received,2025-03,970
PO00473,2025-01-30 00:00:00,P008,S02,120,185,22200,2025-02-17 00:00:00,Open,2025-01,22200
PO00474,2026-04-11 00:00:00,P018,S02,195,62,12090,2026-04-30 00:00:00,Received,2026-04,12090
PO00475,2025-04-09 00:00:00,P019,S01,49,125,6125,2025-04-21 00:00:00,Received,2025-04,6125
PO00476,2025-07-09 00:00:00,P012,S02,58,78,4524,2025-07-31 00:00:00,Received,2025-07,4524
PO00477,2025-01-12 00:00:00,P012,S02,32,78,2496,2025-01-19 00:00:00,Received,2025-01,2496
PO00478,2025-01-30 00:00:00,P018,S06,141,62,8742,2025-02-20 00:00:00,Received,2025-01,8742
PO00479,2025-02-07 00:00:00,P010,S08,163,105,17115,2025-02-18 00:00:00,Received,2025-02,17115
PO00480,2025-10-21 00:00:00,P007,S03,191,115,21965,2025-11-07 00:00:00,Received,2025-10,21965
PO00481,2025-12-26 00:00:00,P018,S08,131,62,8122,2026-01-15 00:00:00,Delayed,2025-12,8122
PO00482,2025-06-29 00:00:00,P012,S08,174,78,13572,2025-07-08 00:00:00,Open,2025-06,13572
PO00483,2025-04-22 00:00:00,P014,S07,64,10,640,2025-04-30 00:00:00,Received,2025-04,640
PO00484,2026-03-20 00:00:00,P015,S08,138,25,3450,2026-04-03 00:00:00,Delayed,2026-03,3450
PO00485,2025-01-21 00:00:00,P016,S01,54,48,2592,2025-02-07 00:00:00,Received,2025-01,2592
PO00486,2025-05-25 00:00:00,P002,S01,175,18,3150,2025-06-08 00:00:00,Received,2025-05,3150
PO00487,2026-05-14 00:00:00,P018,S04,26,62,1612,2026-06-01 00:00:00,Received,2026-05,1612
PO00488,2025-05-26 00:00:00,P012,S02,129,78,10062,2025-06-11 00:00:00,Received,2025-05,10062
PO00489,2026-03-17 00:00:00,P016,S04,133,48,6384,2026-03-22 00:00:00,Received,2026-03,6384
PO00490,2026-02-25 00:00:00,P013,S06,70,8,560,2026-03-21 00:00:00,Received,2026-02,560
PO00491,2025-11-12 00:00:00,P020,S08,65,38,2470,2025-12-06 00:00:00,Received,2025-11,2470
PO00492,2025-06-15 00:00:00,P017,S05,39,95,3705,2025-06-26 00:00:00,Received,2025-06,3705
PO00493,2025-07-22 00:00:00,P018,S02,115,62,7130,2025-08-04 00:00:00,Delayed,2025-07,7130
PO00494,2026-05-11 00:00:00,P003,S05,57,28,1596,2026-05-23 00:00:00,Received,2026-05,1596
PO00495,2026-04-13 00:00:00,P010,S08,123,105,12915,2026-04-30 00:00:00,Received,2026-04,12915
PO00496,2026-01-20 00:00:00,P001,S03,51,12,612,2026-02-07 00:00:00,Received,2026-01,612
PO00497,2025-11-10 00:00:00,P006,S06,173,32,5536,2025-11-26 00:00:00,Received,2025-11,5536
PO00498,2025-09-12 00:00:00,P003,S02,77,28,2156,2025-09-24 00:00:00,Received,2025-09,2156
PO00499,2025-01-23 00:00:00,P019,S04,186,125,23250,2025-02-14 00:00:00,Received,2025-01,23250
PO00500,2025-12-05 00:00:00,P004,S04,167,22,3674,2025-12-25 00:00:00,Received,2025-12,3674
