Shipment_ID,Shipment_Date,Product_ID,Quantity,Warehouse,Carrier,Promised_Days,Actual_Days,On_Time,Transport_Cost_GBP,Month
SH00291,2025-11-23 00:00:00,P018,26,Manchester,DPD,2,1,Yes,20.87,2025-11
SH00292,2025-11-14 00:00:00,P007,9,Manchester,DHL,5,5,Yes,15.39,2025-11
SH00293,2026-04-24 00:00:00,P004,8,Manchester,DHL,4,5,No,14.53,2026-04
SH00294,2025-09-09 00:00:00,P005,40,Manchester,Evri,2,5,No,26.1,2025-09
SH00295,2026-05-18 00:00:00,P016,10,Birmingham,DHL,3,3,Yes,17.98,2026-05
SH00296,2025-04-29 00:00:00,P003,25,London,Evri,5,5,Yes,24.05,2025-04
SH00297,2026-05-13 00:00:00,P018,17,London,DHL,5,7,No,21.9,2026-05
SH00298,2026-05-01 00:00:00,P014,41,Birmingham,Evri,7,5,Yes,25.17,2026-05
SH00299,2025-02-14 00:00:00,P015,29,Manchester,Royal Mail,2,4,No,19.07,2025-02
SH00300,2025-11-10 00:00:00,P017,30,Birmingham,Royal Mail,6,9,No,29.97,2025-11
SH00301,2025-06-28 00:00:00,P001,43,Manchester,DHL,5,8,No,29.63,2025-06
SH00302,2026-02-22 00:00:00,P017,24,Manchester,Evri,4,8,No,21.83,2026-02
SH00303,2025-03-19 00:00:00,P011,37,London,Evri,5,6,No,26.12,2025-03
SH00304,2025-11-22 00:00:00,P017,18,London,Royal Mail,7,8,No,24.84,2025-11
SH00305,2025-12-23 00:00:00,P014,40,London,DPD,3,2,Yes,22.9,2025-12
SH00306,2026-02-20 00:00:00,P020,21,London,Royal Mail,7,7,Yes,22.15,2026-02
SH00307,2026-05-30 00:00:00,P019,25,Birmingham,DHL,5,5,Yes,23.67,2026-05
SH00308,2025-08-02 00:00:00,P007,50,Manchester,Royal Mail,6,6,Yes,30.32,2025-08
SH00309,2025-03-15 00:00:00,P013,20,Manchester,Evri,5,8,No,20.07,2025-03
SH00310,2026-05-24 00:00:00,P018,50,London,DPD,2,1,Yes,30.36,2026-05
SH00311,2025-11-28 00:00:00,P014,20,London,DHL,5,5,Yes,23.15,2025-11
SH00312,2025-04-03 00:00:00,P001,24,London,DPD,6,6,Yes,24.55,2025-04
SH00313,2026-06-03 00:00:00,P007,33,Birmingham,Royal Mail,2,1,Yes,21.96,2026-06
SH00314,2025-09-26 00:00:00,P008,32,London,DHL,4,4,Yes,21.16,2025-09
SH00315,2026-01-11 00:00:00,P018,12,London,DHL,2,2,Yes,17.31,2026-01
SH00316,2025-01-04 00:00:00,P009,28,London,DHL,7,8,No,23.2,2025-01
SH00317,2025-05-18 00:00:00,P001,7,London,Royal Mail,3,7,No,19.16,2025-05
SH00318,2025-08-19 00:00:00,P017,29,Manchester,DHL,7,11,No,31.4,2025-08
SH00319,2026-06-13 00:00:00,P019,23,London,Royal Mail,2,6,No,22.27,2026-06
SH00320,2025-02-21 00:00:00,P006,37,London,DPD,4,2,Yes,25.17,2025-02
SH00321,2025-11-21 00:00:00,P003,6,London,Royal Mail,5,9,No,20.53,2025-11
SH00322,2025-10-04 00:00:00,P005,19,London,Evri,2,5,No,16.7,2025-10
SH00323,2026-06-20 00:00:00,P002,26,Birmingham,DHL,7,6,Yes,23.84,2026-06
SH00324,2026-05-01 00:00:00,P020,14,Birmingham,DPD,2,1,Yes,10.55,2026-05
SH00325,2026-05-31 00:00:00,P004,22,Birmingham,Evri,2,1,Yes,16.66,2026-05
SH00326,2025-06-01 00:00:00,P010,26,Birmingham,DHL,2,3,No,17.1,2025-06
SH00327,2026-04-28 00:00:00,P010,50,London,DHL,4,8,No,32.03,2026-04
SH00328,2025-09-16 00:00:00,P011,31,Birmingham,Evri,6,8,No,28.71,2025-09
SH00329,2025-11-20 00:00:00,P016,17,London,Evri,6,6,Yes,23.25,2025-11
SH00330,2025-06-17 00:00:00,P017,37,London,Royal Mail,2,1,Yes,20.39,2025-06
SH00331,2025-11-06 00:00:00,P016,9,Manchester,DHL,4,2,Yes,13.21,2025-11
SH00332,2026-04-24 00:00:00,P007,30,Manchester,DPD,4,3,Yes,21.29,2026-04
SH00333,2025-02-25 00:00:00,P016,17,Birmingham,DHL,2,1,Yes,18.49,2025-02
SH00334,2026-04-18 00:00:00,P003,31,London,Royal Mail,7,7,Yes,24.98,2026-04
SH00335,2025-10-23 00:00:00,P016,18,London,Royal Mail,7,8,No,23.09,2025-10
SH00336,2026-04-06 00:00:00,P008,28,Manchester,Evri,3,6,No,26.57,2026-04
SH00337,2025-11-20 00:00:00,P012,7,London,DHL,2,2,Yes,11.24,2025-11
SH00338,2025-05-21 00:00:00,P003,34,London,Royal Mail,3,7,No,29.42,2025-05
SH00339,2025-09-19 00:00:00,P017,39,London,DHL,7,7,Yes,31.29,2025-09
SH00340,2026-02-24 00:00:00,P018,18,London,DPD,7,9,No,25.85,2026-02
SH00341,2025-08-29 00:00:00,P011,16,London,Royal Mail,2,5,No,16.26,2025-08
SH00342,2025-12-21 00:00:00,P004,32,Birmingham,DHL,3,3,Yes,21.1,2025-12
SH00343,2025-06-29 00:00:00,P016,48,Birmingham,Royal Mail,3,2,Yes,29.56,2025-06
SH00344,2025-03-07 00:00:00,P017,33,Manchester,Royal Mail,2,1,Yes,19.32,2025-03
SH00345,2025-12-14 00:00:00,P009,47,London,Evri,3,3,Yes,27.95,2025-12
SH00346,2025-06-20 00:00:00,P006,21,London,Royal Mail,5,3,Yes,14.99,2025-06
SH00347,2026-04-19 00:00:00,P020,44,Birmingham,Evri,7,6,Yes,25.25,2026-04
SH00348,2026-06-18 00:00:00,P002,25,Birmingham,DPD,6,10,No,25.05,2026-06
SH00349,2026-01-02 00:00:00,P009,27,Birmingham,DHL,4,6,No,23.48,2026-01
SH00350,2025-04-17 00:00:00,P006,24,Manchester,DPD,3,4,No,19.14,2025-04
SH00351,2026-03-15 00:00:00,P003,15,London,DPD,3,7,No,20.17,2026-03
SH00352,2025-08-15 00:00:00,P020,38,Manchester,Royal Mail,4,6,No,26.82,2025-08
SH00353,2026-03-20 00:00:00,P006,14,Birmingham,Royal Mail,3,3,Yes,17.09,2026-03
SH00354,2026-03-18 00:00:00,P007,14,London,DPD,4,8,No,21.3,2026-03
SH00355,2026-01-31 00:00:00,P001,47,Manchester,DHL,2,3,No,26.54,2026-01
SH00356,2025-03-25 00:00:00,P001,10,Birmingham,DHL,5,6,No,16.3,2025-03
SH00357,2025-01-13 00:00:00,P005,40,London,Royal Mail,5,5,Yes,23.63,2025-01
SH00358,2026-05-08 00:00:00,P006,28,London,Royal Mail,7,5,Yes,22.41,2026-05
SH00359,2025-09-25 00:00:00,P013,16,London,Royal Mail,6,6,Yes,19.7,2025-09
SH00360,2026-06-09 00:00:00,P002,47,Birmingham,DPD,3,7,No,30.56,2026-06
SH00361,2025-04-30 00:00:00,P015,27,London,DHL,6,9,No,24.16,2025-04
SH00362,2025-12-19 00:00:00,P015,31,London,Royal Mail,2,5,No,25.12,2025-12
SH00363,2025-02-26 00:00:00,P013,49,London,Royal Mail,5,5,Yes,26.25,2025-02
SH00364,2025-02-09 00:00:00,P014,41,Birmingham,DPD,2,6,No,31.07,2025-02
SH00365,2025-12-02 00:00:00,P007,10,Manchester,Royal Mail,2,2,Yes,9.47,2025-12
SH00366,2025-06-22 00:00:00,P014,5,Manchester,DPD,3,3,Yes,16.15,2025-06
SH00367,2025-09-16 00:00:00,P010,10,London,Royal Mail,2,1,Yes,12.1,2025-09
SH00368,2026-06-01 00:00:00,P017,26,Manchester,Evri,5,9,No,24.5,2026-06
SH00369,2026-06-07 00:00:00,P014,45,Birmingham,Royal Mail,6,7,No,28.1,2026-06
SH00370,2025-04-27 00:00:00,P008,28,Manchester,DPD,5,4,Yes,17.48,2025-04
SH00371,2025-07-03 00:00:00,P004,29,London,DPD,3,6,No,21.75,2025-07
SH00372,2025-04-26 00:00:00,P016,19,London,Royal Mail,5,9,No,19.63,2025-04
SH00373,2025-06-11 00:00:00,P013,30,Manchester,Royal Mail,4,8,No,26.98,2025-06
SH00374,2026-06-27 00:00:00,P020,12,London,Royal Mail,6,5,Yes,15.25,2026-06
SH00375,2025-08-25 00:00:00,P018,28,Birmingham,Royal Mail,4,3,Yes,22.64,2025-08
SH00376,2025-03-07 00:00:00,P014,42,Manchester,DHL,4,6,No,25.76,2025-03
SH00377,2025-03-11 00:00:00,P018,10,Manchester,Evri,7,7,Yes,21,2025-03
SH00378,2026-03-23 00:00:00,P005,39,Manchester,Royal Mail,3,1,Yes,22.73,2026-03
SH00379,2026-02-20 00:00:00,P009,46,Birmingham,DPD,2,5,No,25.52,2026-02
SH00380,2026-06-16 00:00:00,P003,5,London,Royal Mail,4,3,Yes,11.66,2026-06
SH00381,2026-03-17 00:00:00,P008,50,London,DHL,5,5,Yes,27.65,2026-03
SH00382,2026-04-09 00:00:00,P020,40,Birmingham,DHL,2,2,Yes,21.4,2026-04
SH00383,2026-01-31 00:00:00,P010,16,Birmingham,DHL,5,5,Yes,18.15,2026-01
SH00384,2026-01-30 00:00:00,P019,42,London,Royal Mail,5,7,No,30.38,2026-01
SH00385,2025-11-22 00:00:00,P003,15,London,Evri,2,4,No,20.14,2025-11
SH00386,2025-04-01 00:00:00,P011,16,Birmingham,Royal Mail,2,1,Yes,14.52,2025-04
SH00387,2025-03-11 00:00:00,P011,46,Manchester,DPD,5,7,No,34.13,2025-03
SH00388,2025-06-15 00:00:00,P017,43,Manchester,DPD,3,4,No,30.18,2025-06
SH00389,2025-08-02 00:00:00,P016,11,Manchester,DHL,6,10,No,23.77,2025-08
SH00390,2025-12-01 00:00:00,P007,15,Manchester,DHL,7,11,No,23.15,2025-12
SH00391,2026-01-04 00:00:00,P004,40,Birmingham,Royal Mail,6,5,Yes,23.63,2026-01
SH00392,2025-02-18 00:00:00,P019,35,Manchester,Evri,3,5,No,22.49,2025-02
SH00393,2025-02-21 00:00:00,P012,37,Birmingham,DPD,7,7,Yes,28.43,2025-02
SH00394,2025-10-16 00:00:00,P015,17,Manchester,Royal Mail,2,3,No,16.02,2025-10
SH00395,2025-08-27 00:00:00,P011,22,Manchester,Evri,7,5,Yes,17.37,2025-08
SH00396,2025-05-13 00:00:00,P005,45,Manchester,DHL,5,7,No,29.88,2025-05
SH00397,2025-06-15 00:00:00,P005,28,London,Royal Mail,6,7,No,20.24,2025-06
SH00398,2026-01-09 00:00:00,P015,13,London,Royal Mail,7,7,Yes,20.72,2026-01
SH00399,2026-01-08 00:00:00,P018,35,London,Royal Mail,5,3,Yes,19.54,2026-01
SH00400,2026-04-23 00:00:00,P011,45,London,DHL,3,7,No,31.08,2026-04
SH00401,2026-04-24 00:00:00,P012,14,London,Royal Mail,7,7,Yes,21.54,2026-04
SH00402,2025-10-27 00:00:00,P002,6,London,Royal Mail,5,4,Yes,10.76,2025-10
SH00403,2025-03-23 00:00:00,P020,42,London,DHL,3,6,No,28.25,2025-03
SH00404,2025-03-28 00:00:00,P015,19,Birmingham,DPD,2,1,Yes,17.78,2025-03
SH00405,2025-08-13 00:00:00,P020,7,Birmingham,DHL,3,3,Yes,11.24,2025-08
SH00406,2025-01-16 00:00:00,P004,47,London,Evri,3,4,No,25.35,2025-01
SH00407,2025-12-24 00:00:00,P018,35,Birmingham,DPD,6,9,No,27.04,2025-12
SH00408,2025-06-12 00:00:00,P006,10,Birmingham,Evri,5,3,Yes,14.64,2025-06
SH00409,2026-05-29 00:00:00,P019,7,Birmingham,DPD,7,5,Yes,15.55,2026-05
SH00410,2025-12-16 00:00:00,P011,15,Manchester,DHL,6,6,Yes,15.7,2025-12
SH00411,2026-04-09 00:00:00,P002,19,London,DHL,4,4,Yes,17.91,2026-04
SH00412,2026-01-10 00:00:00,P008,49,London,DHL,3,7,No,29.6,2026-01
SH00413,2025-04-02 00:00:00,P011,32,London,DHL,4,6,No,27.34,2025-04
SH00414,2025-06-30 00:00:00,P005,14,London,Royal Mail,6,8,No,18.61,2025-06
SH00415,2025-10-28 00:00:00,P018,42,Birmingham,DHL,5,8,No,32.61,2025-10
SH00416,2025-07-08 00:00:00,P018,11,London,DPD,6,6,Yes,16.68,2025-07
SH00417,2025-11-10 00:00:00,P014,19,London,DPD,5,5,Yes,20.96,2025-11
SH00418,2026-05-08 00:00:00,P010,22,London,Royal Mail,5,3,Yes,18.48,2026-05
SH00419,2025-05-08 00:00:00,P003,22,London,Royal Mail,2,6,No,22.08,2025-05
SH00420,2026-06-03 00:00:00,P009,45,Birmingham,Royal Mail,3,4,No,26.51,2026-06
SH00421,2026-03-02 00:00:00,P003,28,Birmingham,Evri,6,10,No,28.95,2026-03
SH00422,2025-07-06 00:00:00,P011,6,London,DHL,5,5,Yes,14,2025-07
SH00423,2026-03-29 00:00:00,P012,44,London,DPD,6,6,Yes,28.46,2026-03
SH00424,2026-04-16 00:00:00,P012,24,London,DPD,6,5,Yes,21.04,2026-04
SH00425,2025-08-12 00:00:00,P003,38,London,DPD,5,5,Yes,28.45,2025-08
SH00426,2025-06-03 00:00:00,P007,47,Manchester,Royal Mail,7,10,No,34.73,2025-06
SH00427,2025-12-17 00:00:00,P014,30,London,DPD,4,3,Yes,19.99,2025-12
SH00428,2025-05-27 00:00:00,P011,11,Birmingham,DPD,3,6,No,18.61,2025-05
SH00429,2025-12-15 00:00:00,P007,42,Manchester,DPD,3,3,Yes,26.54,2025-12
SH00430,2025-07-01 00:00:00,P010,34,London,Evri,7,5,Yes,27.85,2025-07
SH00431,2025-06-28 00:00:00,P011,46,London,Evri,2,2,Yes,28.63,2025-06
SH00432,2025-02-08 00:00:00,P015,9,Manchester,DPD,7,5,Yes,16.83,2025-02
SH00433,2025-01-03 00:00:00,P019,15,Manchester,DHL,2,4,No,15.58,2025-01
SH00434,2025-03-05 00:00:00,P016,5,Birmingham,Evri,2,5,No,16.49,2025-03
SH00435,2025-01-29 00:00:00,P020,38,Manchester,Evri,7,7,Yes,28.2,2025-01
SH00436,2026-01-07 00:00:00,P012,5,Manchester,DHL,3,3,Yes,16.33,2026-01
SH00437,2026-06-07 00:00:00,P018,23,London,DPD,4,6,No,19.43,2026-06
SH00438,2025-04-07 00:00:00,P013,6,Manchester,Evri,3,3,Yes,9.44,2025-04
SH00439,2026-03-18 00:00:00,P005,25,Birmingham,Royal Mail,3,3,Yes,16.01,2026-03
SH00440,2025-07-22 00:00:00,P004,24,Birmingham,DHL,3,6,No,22.92,2025-07
SH00441,2026-02-15 00:00:00,P014,27,Manchester,Royal Mail,7,7,Yes,27.26,2026-02
SH00442,2025-01-21 00:00:00,P008,25,Manchester,Evri,7,9,No,20.87,2025-01
SH00443,2025-04-12 00:00:00,P009,28,London,Evri,7,6,Yes,25.01,2025-04
SH00444,2025-02-15 00:00:00,P019,8,London,Royal Mail,3,1,Yes,12.96,2025-02
SH00445,2025-03-07 00:00:00,P003,16,Birmingham,Royal Mail,4,5,No,19.96,2025-03
SH00446,2025-06-13 00:00:00,P005,26,Birmingham,DHL,2,5,No,20.44,2025-06
SH00447,2025-04-21 00:00:00,P018,24,Birmingham,Evri,6,4,Yes,22.56,2025-04
SH00448,2025-12-04 00:00:00,P001,22,Manchester,DHL,2,6,No,17.46,2025-12
SH00449,2025-05-03 00:00:00,P008,5,Manchester,Evri,2,2,Yes,13.59,2025-05
SH00450,2026-03-23 00:00:00,P019,34,London,DPD,6,6,Yes,23.44,2026-03
SH00451,2025-10-18 00:00:00,P017,37,London,Evri,3,3,Yes,23.46,2025-10
SH00452,2026-02-16 00:00:00,P017,28,Birmingham,DHL,4,2,Yes,22.18,2026-02
SH00453,2025-10-08 00:00:00,P011,18,Birmingham,DPD,4,8,No,19.67,2025-10
SH00454,2025-02-12 00:00:00,P002,40,Birmingham,DHL,2,2,Yes,21.28,2025-02
SH00455,2026-05-01 00:00:00,P006,9,Birmingham,Royal Mail,6,6,Yes,18,2026-05
SH00456,2025-02-20 00:00:00,P014,15,Birmingham,Evri,5,3,Yes,16.22,2025-02
SH00457,2025-07-29 00:00:00,P003,28,London,Royal Mail,3,3,Yes,20.62,2025-07
SH00458,2025-05-06 00:00:00,P012,35,London,DPD,2,1,Yes,19.2,2025-05
SH00459,2026-05-07 00:00:00,P004,17,Birmingham,DHL,4,4,Yes,13.83,2026-05
SH00460,2026-05-24 00:00:00,P012,20,London,Evri,7,7,Yes,20.58,2026-05
SH00461,2025-09-15 00:00:00,P013,28,London,Royal Mail,7,9,No,22.75,2025-09
SH00462,2025-07-07 00:00:00,P002,17,London,Royal Mail,6,9,No,25.3,2025-07
SH00463,2025-08-18 00:00:00,P002,28,Birmingham,Royal Mail,6,6,Yes,19.53,2025-08
SH00464,2025-07-08 00:00:00,P015,30,London,Royal Mail,2,4,No,21.55,2025-07
SH00465,2026-02-19 00:00:00,P017,6,Manchester,DPD,5,5,Yes,11.02,2026-02
SH00466,2025-01-10 00:00:00,P007,20,Birmingham,Royal Mail,4,4,Yes,15.36,2025-01
SH00467,2025-04-24 00:00:00,P014,42,Birmingham,Royal Mail,2,3,No,26.67,2025-04
SH00468,2025-03-17 00:00:00,P012,50,Birmingham,Evri,5,5,Yes,31.18,2025-03
SH00469,2026-05-17 00:00:00,P017,5,London,Evri,6,6,Yes,11.41,2026-05
SH00470,2025-03-26 00:00:00,P014,15,Birmingham,DHL,7,11,No,19.16,2025-03
SH00471,2025-02-18 00:00:00,P006,39,Manchester,DPD,3,3,Yes,20.98,2025-02
SH00472,2026-05-10 00:00:00,P019,47,Manchester,DHL,7,9,No,34.65,2026-05
SH00473,2026-01-22 00:00:00,P006,33,Manchester,DHL,4,5,No,24.73,2026-01
SH00474,2026-01-24 00:00:00,P018,41,Birmingham,Royal Mail,4,4,Yes,22.25,2026-01
SH00475,2025-08-06 00:00:00,P005,21,London,Evri,7,9,No,23.35,2025-08
SH00476,2025-12-12 00:00:00,P006,43,London,DHL,7,8,No,31.95,2025-12
SH00477,2025-08-18 00:00:00,P002,46,Birmingham,DPD,5,4,Yes,30.65,2025-08
SH00478,2025-09-12 00:00:00,P008,32,London,Evri,2,2,Yes,24.47,2025-09
SH00479,2025-08-24 00:00:00,P015,33,London,Evri,6,5,Yes,22.67,2025-08
SH00480,2025-01-26 00:00:00,P015,47,Manchester,DPD,5,5,Yes,26.04,2025-01
SH00481,2025-09-18 00:00:00,P011,7,London,Royal Mail,3,1,Yes,9.25,2025-09
SH00482,2025-09-28 00:00:00,P001,14,London,DPD,7,10,No,24.11,2025-09
SH00483,2025-05-03 00:00:00,P018,46,Manchester,DHL,3,4,No,31.47,2025-05
SH00484,2025-09-14 00:00:00,P012,18,Manchester,DHL,3,2,Yes,15.83,2025-09
SH00485,2026-02-25 00:00:00,P012,16,London,DHL,5,8,No,19.24,2026-02
SH00486,2025-09-16 00:00:00,P011,46,Manchester,DPD,6,7,No,29.83,2025-09
SH00487,2025-02-16 00:00:00,P008,34,Manchester,Evri,4,6,No,23.74,2025-02
SH00488,2026-06-09 00:00:00,P007,36,London,Royal Mail,2,1,Yes,19.55,2026-06
SH00489,2025-07-27 00:00:00,P002,36,London,DPD,4,6,No,26.75,2025-07
SH00490,2025-11-07 00:00:00,P011,46,London,DPD,6,6,Yes,25.63,2025-11
SH00491,2025-05-29 00:00:00,P010,36,Birmingham,DHL,4,7,No,24.98,2025-05
SH00492,2026-03-14 00:00:00,P003,30,London,Royal Mail,7,8,No,26.99,2026-03
SH00493,2025-06-04 00:00:00,P020,5,Manchester,Evri,7,7,Yes,12.31,2025-06
SH00494,2025-03-31 00:00:00,P010,46,Manchester,DHL,5,8,No,27.97,2025-03
SH00495,2025-12-24 00:00:00,P018,6,Manchester,DHL,3,7,No,14.75,2025-12
SH00496,2025-06-23 00:00:00,P014,21,Manchester,Royal Mail,6,5,Yes,22.87,2025-06
SH00497,2025-08-05 00:00:00,P018,34,Manchester,Royal Mail,6,7,No,28.32,2025-08
SH00498,2026-04-01 00:00:00,P008,43,London,DPD,4,4,Yes,22.83,2026-04
SH00499,2025-07-18 00:00:00,P010,11,London,Royal Mail,5,5,Yes,16.36,2025-07
SH00500,2026-05-01 00:00:00,P013,31,Birmingham,Royal Mail,4,4,Yes,20.65,2026-05
SH00501,2026-06-17 00:00:00,P008,13,London,DHL,4,7,No,20.04,2026-06
SH00502,2025-07-19 00:00:00,P004,26,Birmingham,DPD,6,9,No,26.97,2025-07
SH00503,2026-01-06 00:00:00,P004,38,Birmingham,DPD,4,4,Yes,27.8,2026-01
SH00504,2026-03-24 00:00:00,P005,50,Manchester,Evri,3,6,No,30.7,2026-03
SH00505,2025-09-05 00:00:00,P001,5,London,Evri,4,7,No,20.01,2025-09
SH00506,2025-09-21 00:00:00,P017,13,Manchester,Evri,3,3,Yes,19.09,2025-09
SH00507,2025-02-27 00:00:00,P002,24,London,Royal Mail,6,5,Yes,23.96,2025-02
SH00508,2025-10-29 00:00:00,P008,23,Birmingham,Royal Mail,5,9,No,24.75,2025-10
SH00509,2025-01-31 00:00:00,P007,40,London,Royal Mail,7,6,Yes,26.58,2025-01
SH00510,2026-05-13 00:00:00,P015,44,Manchester,Evri,3,7,No,28.62,2026-05
SH00511,2025-09-06 00:00:00,P005,49,London,DHL,5,5,Yes,25.75,2025-09
SH00512,2025-09-28 00:00:00,P002,8,Birmingham,DPD,5,4,Yes,12.39,2025-09
SH00513,2026-01-29 00:00:00,P007,13,London,Royal Mail,3,1,Yes,15.2,2026-01
SH00514,2026-05-17 00:00:00,P008,45,London,Royal Mail,6,6,Yes,29.98,2026-05
SH00515,2025-03-25 00:00:00,P007,26,Birmingham,DHL,2,6,No,25.83,2025-03
SH00516,2025-12-31 00:00:00,P007,22,London,Royal Mail,5,9,No,20.2,2025-12
SH00517,2025-12-08 00:00:00,P014,16,London,Royal Mail,5,5,Yes,15.34,2025-12
SH00518,2026-02-11 00:00:00,P018,46,London,DPD,6,10,No,35.41,2026-02
SH00519,2026-03-01 00:00:00,P006,47,Birmingham,Royal Mail,6,7,No,29.62,2026-03
SH00520,2025-04-03 00:00:00,P004,43,Birmingham,DPD,4,2,Yes,21.8,2025-04
SH00521,2026-02-16 00:00:00,P010,13,London,Evri,6,7,No,22.82,2026-02
SH00522,2026-03-08 00:00:00,P018,10,Birmingham,DPD,5,9,No,21.9,2026-03
SH00523,2025-06-08 00:00:00,P012,23,London,Royal Mail,3,2,Yes,17.12,2025-06
SH00524,2025-01-14 00:00:00,P016,11,Birmingham,DHL,2,3,No,17.14,2025-01
SH00525,2026-01-08 00:00:00,P007,20,London,DHL,4,3,Yes,19.14,2026-01
SH00526,2025-08-13 00:00:00,P006,9,Birmingham,Royal Mail,3,3,Yes,16.17,2025-08
SH00527,2026-05-20 00:00:00,P005,20,London,DPD,2,5,No,22.02,2026-05
SH00528,2025-03-14 00:00:00,P003,5,Manchester,DPD,2,4,No,10.03,2025-03
SH00529,2025-09-06 00:00:00,P012,41,London,DHL,2,6,No,28.73,2025-09
SH00530,2026-05-26 00:00:00,P015,43,London,Evri,7,9,No,27.2,2026-05
SH00531,2025-08-04 00:00:00,P010,23,London,Royal Mail,3,1,Yes,13.3,2025-08
SH00532,2026-06-25 00:00:00,P020,41,Manchester,DHL,4,3,Yes,28.28,2026-06
SH00533,2025-08-08 00:00:00,P019,21,Birmingham,Royal Mail,4,5,No,20.07,2025-08
SH00534,2025-08-09 00:00:00,P016,30,Birmingham,Evri,2,4,No,23.99,2025-08
SH00535,2026-01-24 00:00:00,P011,26,Manchester,Royal Mail,3,3,Yes,22.51,2026-01
SH00536,2025-02-11 00:00:00,P008,12,Manchester,DPD,7,11,No,25.7,2025-02
SH00537,2025-10-10 00:00:00,P003,37,Birmingham,Royal Mail,2,4,No,27.5,2025-10
SH00538,2025-02-27 00:00:00,P007,6,London,DHL,6,7,No,16.27,2025-02
SH00539,2026-06-21 00:00:00,P007,34,Manchester,DPD,4,5,No,23.09,2026-06
SH00540,2025-03-14 00:00:00,P014,24,London,DHL,5,3,Yes,16.34,2025-03
SH00541,2025-05-09 00:00:00,P002,22,Birmingham,Royal Mail,2,2,Yes,16.7,2025-05
SH00542,2026-03-02 00:00:00,P010,47,Birmingham,DHL,6,6,Yes,28.78,2026-03
SH00543,2025-05-05 00:00:00,P019,14,Manchester,Evri,4,6,No,18.78,2025-05
SH00544,2025-03-08 00:00:00,P009,28,Birmingham,DPD,7,7,Yes,25.42,2025-03
SH00545,2025-01-06 00:00:00,P016,8,Birmingham,DHL,3,3,Yes,17.33,2025-01
SH00546,2025-11-10 00:00:00,P019,41,Manchester,DPD,4,6,No,29.58,2025-11
SH00547,2025-11-22 00:00:00,P018,8,London,DHL,3,3,Yes,14.65,2025-11
SH00548,2026-05-21 00:00:00,P009,17,London,DPD,3,2,Yes,14.43,2026-05
SH00549,2025-03-23 00:00:00,P016,29,Birmingham,DPD,7,8,No,21.63,2025-03
SH00550,2025-01-02 00:00:00,P013,17,Manchester,DHL,7,10,No,21.26,2025-01
SH00551,2025-07-23 00:00:00,P010,22,London,DHL,2,2,Yes,19.65,2025-07
SH00552,2026-02-08 00:00:00,P020,28,London,DPD,2,6,No,20.84,2026-02
SH00553,2025-04-13 00:00:00,P014,6,London,DHL,4,7,No,18.1,2025-04
SH00554,2026-06-20 00:00:00,P012,37,London,Royal Mail,7,9,No,29.69,2026-06
SH00555,2026-01-03 00:00:00,P019,23,Manchester,Royal Mail,6,8,No,20.62,2026-01
SH00556,2025-07-31 00:00:00,P007,13,Birmingham,Royal Mail,4,4,Yes,14.24,2025-07
SH00557,2025-07-28 00:00:00,P015,32,Birmingham,DPD,5,6,No,24.57,2025-07
SH00558,2025-04-27 00:00:00,P016,39,Birmingham,Royal Mail,3,3,Yes,23.7,2025-04
SH00559,2026-04-23 00:00:00,P008,43,Manchester,Evri,3,1,Yes,26.18,2026-04
SH00560,2025-04-15 00:00:00,P010,14,London,DHL,2,2,Yes,16.58,2025-04
SH00561,2026-05-10 00:00:00,P004,5,London,DHL,6,4,Yes,13.95,2026-05
SH00562,2025-02-15 00:00:00,P019,46,Birmingham,DHL,7,7,Yes,32.98,2025-02
SH00563,2025-11-27 00:00:00,P019,25,London,DHL,7,7,Yes,23.55,2025-11
SH00564,2025-08-04 00:00:00,P015,13,London,DHL,2,2,Yes,18.07,2025-08
SH00565,2026-05-07 00:00:00,P014,19,London,Royal Mail,5,9,No,20.49,2026-05
SH00566,2026-03-25 00:00:00,P001,39,London,DPD,4,4,Yes,26.96,2026-03
SH00567,2026-06-20 00:00:00,P016,9,London,Evri,4,5,No,14.61,2026-06
SH00568,2026-05-26 00:00:00,P010,45,Manchester,DHL,6,7,No,28.28,2026-05
SH00569,2026-04-03 00:00:00,P019,26,London,DPD,2,4,No,18.14,2026-04
SH00570,2026-06-20 00:00:00,P003,45,Manchester,Evri,2,6,No,29.57,2026-06
SH00571,2026-06-24 00:00:00,P005,27,London,Evri,5,7,No,21.47,2026-06
SH00572,2026-04-29 00:00:00,P009,11,Manchester,DPD,4,2,Yes,11.25,2026-04
SH00573,2025-01-16 00:00:00,P018,27,Manchester,Royal Mail,2,5,No,25.87,2025-01
SH00574,2025-08-31 00:00:00,P011,48,Manchester,Evri,7,7,Yes,33.51,2025-08
SH00575,2025-07-26 00:00:00,P016,29,Manchester,DPD,6,10,No,29.14,2025-07
SH00576,2025-09-28 00:00:00,P002,31,London,DHL,4,4,Yes,24.8,2025-09
SH00577,2025-04-25 00:00:00,P012,45,London,Evri,5,5,Yes,32,2025-04
SH00578,2025-10-26 00:00:00,P006,10,London,DPD,6,5,Yes,16.59,2025-10
SH00579,2026-04-28 00:00:00,P011,38,London,DHL,3,3,Yes,21.76,2026-04
SH00580,2026-02-01 00:00:00,P008,13,London,DPD,7,11,No,25.35,2026-02
SH00581,2026-01-29 00:00:00,P012,37,Manchester,DPD,5,7,No,29.19,2026-01
